"","Gene_ID","intron_id"
"15839","000218F_DK2_H1.32","000218F_DK2_H1_40050_40071"
"15840","000218F_DK2_H1.32","000218F_DK2_H1_40399_40422"
"15841","000218F_DK2_H1.32","000218F_DK2_H1_40647_40674"
"15842","000218F_DK2_H1.34","000218F_DK2_H1_43484_43506"
"15843","000218F_DK2_H1.34","000218F_DK2_H1_43812_43833"
"15844","000218F_DK2_H1.35","000218F_DK2_H1_44766_44788"
"15845","000218F_DK2_H1.35","000218F_DK2_H1_45085_45110"
"15846","000218F_DK2_H2.12","000218F_DK2_H2_16989_17019"
"15847","000218F_DK2_H2.12","000218F_DK2_H2_17041_17059"
"15848","000218F_DK2_H2.12","000218F_DK2_H2_17175_17211"
"15849","000218F_DK2_H2.12","000218F_DK2_H2_17393_17416"
"15850","000218F_DK2_H2.12","000218F_DK2_H2_17447_17466"
"15851","000218F_DK2_H2.12","000218F_DK2_H2_17711_17736"
"15852","000218F_DK2_H2.12","000218F_DK2_H2_17847_17874"
"15853","000218F_DK2_H2.12","000218F_DK2_H2_18007_18029"
"15854","000218F_DK2_H2.14","000218F_DK2_H2_20424_20444"
"15855","000218F_DK2_H2.14","000218F_DK2_H2_20614_20642"
"15856","000218F_DK2_H2.14","000218F_DK2_H2_20764_20789"
"15857","000218F_DK2_H2.14","000218F_DK2_H2_21479_21504"
"15858","000218F_DK2_H2.14","000218F_DK2_H2_21676_21708"
"15859","000218F_DK2_H2.14","000218F_DK2_H2_22096_22119"
"15860","000218F_DK2_H2.17","000218F_DK2_H2_26293_26315"
"15861","000218F_DK2_H2.20","000218F_DK2_H2_30363_30387"
"15862","000218F_DK2_H2.20","000218F_DK2_H2_30718_30743"
"15863","000218F_DK2_H2.20","000218F_DK2_H2_31278_31303"
"15864","000218F_DK2_H2.20","000218F_DK2_H2_31496_31517"
"15865","000218F_DK2_H2.20","000218F_DK2_H2_31833_31883"
"15866","000218F_DK2_H2.20","000218F_DK2_H2_31989_32013"
"15867","000218F_DK2_H2.20","000218F_DK2_H2_32082_32109"
"15868","000218F_DK2_H2.20","000218F_DK2_H2_32275_32299"
"15869","000218F_DK2_H2.21","000218F_DK2_H2_32432_32454"
"15870","000218F_DK2_H2.22","000218F_DK2_H2_32922_32943"
"15871","000218F_DK2_H2.22","000218F_DK2_H2_33221_33244"
"15872","000218F_DK2_H2.28","000218F_DK2_H2_41031_41056"
"15873","000218F_DK2_H2.28","000218F_DK2_H2_41192_41220"
"15874","000218F_DK2_H2.28","000218F_DK2_H2_41360_41384"
"15875","000218F_DK2_H2.28","000218F_DK2_H2_41548_41569"
"15876","000218F_DK2_H2.28","000218F_DK2_H2_42241_42266"
"15877","000218F_DK2_H2.28","000218F_DK2_H2_42403_42430"
"15878","000218F_DK2_H2.28","000218F_DK2_H2_42618_42644"
"15879","000218F_DK2_H2.30","000218F_DK2_H2_43747_43768"
"15880","000218F_DK2_H2.30","000218F_DK2_H2_43844_43858"
"15881","000218F_DK2_H2.33","000218F_DK2_H2_47126_47145"
"15882","000218F_DK2_H2.33","000218F_DK2_H2_47278_47301"
"15883","000218F_DK2_H2.36","000218F_DK2_H2_49450_49476"
"15884","000218F_DK2_H2.37","000218F_DK2_H2_50005_50027"
"15885","000218F_DK2_H2.37","000218F_DK2_H2_50216_50238"
"15886","000218F_DK2_H2.38","000218F_DK2_H2_50856_50879"
"15887","000220F_DK2_H1.1","000220F_DK2_H1_728_774"
"15888","000220F_DK2_H1.1","000220F_DK2_H1_1840_1862"
"15889","000220F_DK2_H1.1","000220F_DK2_H1_2168_2192"
"15890","000220F_DK2_H1.3","000220F_DK2_H1_4483_4504"
"15891","000220F_DK2_H1.3","000220F_DK2_H1_4577_4601"
"15892","000220F_DK2_H1.3","000220F_DK2_H1_4764_4786"
"15893","000220F_DK2_H1.3","000220F_DK2_H1_4952_4975"
"15894","000220F_DK2_H1.5","000220F_DK2_H1_7748_7774"
"15895","000220F_DK2_H1.5","000220F_DK2_H1_8072_8098"
"15896","000220F_DK2_H1.5","000220F_DK2_H1_8516_8542"
"15897","000220F_DK2_H1.9","000220F_DK2_H1_16214_16235"
"15898","000220F_DK2_H1.9","000220F_DK2_H1_16346_16370"
"15899","000220F_DK2_H1.9","000220F_DK2_H1_17250_17272"
"15900","000220F_DK2_H1.12","000220F_DK2_H1_21101_21125"
"15901","000220F_DK2_H1.12","000220F_DK2_H1_21225_21247"
"15902","000220F_DK2_H1.14","000220F_DK2_H1_22211_22242"
"15903","000220F_DK2_H1.15","000220F_DK2_H1_22700_22728"
"15904","000220F_DK2_H1.15","000220F_DK2_H1_22825_22853"
"15905","000220F_DK2_H1.16","000220F_DK2_H1_23505_23527"
"15906","000220F_DK2_H1.18","000220F_DK2_H1_24321_24342"
"15907","000220F_DK2_H1.18","000220F_DK2_H1_24861_24882"
"15908","000220F_DK2_H1.18","000220F_DK2_H1_25027_25051"
"15909","000220F_DK2_H1.21","000220F_DK2_H1_29855_29879"
"15910","000220F_DK2_H1.21","000220F_DK2_H1_31118_31140"
"15911","000220F_DK2_H1.21","000220F_DK2_H1_31414_31436"
"15912","000220F_DK2_H1.21","000220F_DK2_H1_32142_32164"
"15913","000220F_DK2_H1.21","000220F_DK2_H1_32399_32422"
"15914","000220F_DK2_H1.21","000220F_DK2_H1_32526_32568"
"15915","000220F_DK2_H1.21","000220F_DK2_H1_32752_32779"
"15916","000220F_DK2_H1.21","000220F_DK2_H1_33462_33486"
"15917","000220F_DK2_H1.21","000220F_DK2_H1_33839_33862"
"15918","000220F_DK2_H1.21","000220F_DK2_H1_34051_34072"
"15919","000220F_DK2_H1.24","000220F_DK2_H1_38964_38990"
"15920","000220F_DK2_H1.27","000220F_DK2_H1_41156_41181"
"15921","000220F_DK2_H1.27","000220F_DK2_H1_41376_41405"
"15922","000220F_DK2_H1.27","000220F_DK2_H1_41615_41637"
"15923","000220F_DK2_H1.27","000220F_DK2_H1_41894_41915"
"15924","000220F_DK2_H1.27","000220F_DK2_H1_42094_42117"
"15925","000220F_DK2_H1.28","000220F_DK2_H1_42655_42691"
"15926","000220F_DK2_H1.28","000220F_DK2_H1_42898_42952"
"15927","000220F_DK2_H1.28","000220F_DK2_H1_43204_43227"
"15928","000220F_DK2_H1.28","000220F_DK2_H1_43329_43352"
"15929","000220F_DK2_H1.28","000220F_DK2_H1_43681_43705"
"15930","000222F_DK2_H1.4","000222F_DK2_H1_11748_11775"
"15931","000222F_DK2_H1.7","000222F_DK2_H1_13451_13473"
"15932","000222F_DK2_H1.7","000222F_DK2_H1_13575_13602"
"15933","000222F_DK2_H1.7","000222F_DK2_H1_13650_13670"
"15934","000222F_DK2_H1.7","000222F_DK2_H1_14161_14210"
"15935","000222F_DK2_H1.7","000222F_DK2_H1_14608_14628"
"15936","000222F_DK2_H1.9","000222F_DK2_H1_18564_18585"
"15937","000222F_DK2_H1.10","000222F_DK2_H1_20044_20066"
"15938","000222F_DK2_H1.10","000222F_DK2_H1_22985_23004"
"15939","000222F_DK2_H1.10","000222F_DK2_H1_23741_23774"
"15940","000222F_DK2_H1.14","000222F_DK2_H1_28608_28649"
"15941","000222F_DK2_H1.14","000222F_DK2_H1_29287_29308"
"15942","000222F_DK2_H1.14","000222F_DK2_H1_29607_29627"
"15943","000222F_DK2_H1.17","000222F_DK2_H1_32610_32631"
"15944","000222F_DK2_H1.17","000222F_DK2_H1_32846_32875"
"15945","000222F_DK2_H1.23","000222F_DK2_H1_34870_34892"
"15946","000222F_DK2_H1.23","000222F_DK2_H1_35024_35046"
"15947","000222F_DK2_H1.28","000222F_DK2_H1_39479_39548"
"15948","000222F_DK2_H1.28","000222F_DK2_H1_39737_39762"
"15949","000222F_DK2_H1.28","000222F_DK2_H1_40206_40226"
"15950","000222F_DK2_H1.28","000222F_DK2_H1_40373_40397"
"15951","000222F_DK2_H1.32","000222F_DK2_H1_44210_44232"
"15952","000222F_DK2_H1.33","000222F_DK2_H1_49338_49374"
"15953","000222F_DK2_H2.20","000222F_DK2_H2_31373_31397"
"15954","000222F_DK2_H2.20","000222F_DK2_H2_31568_31591"
"15955","000222F_DK2_H2.20","000222F_DK2_H2_32371_32395"
"15956","000222F_DK2_H2.20","000222F_DK2_H2_32609_32641"
"15957","000222F_DK2_H2.21","000222F_DK2_H2_32845_32870"
"15958","000222F_DK2_H2.21","000222F_DK2_H2_33102_33127"
"15959","000223F_DK2_H1.5","000223F_DK2_H1_18628_18650"
"15960","000223F_DK2_H1.5","000223F_DK2_H1_18784_18806"
"15961","000223F_DK2_H1.5","000223F_DK2_H1_19224_19294"
"15962","000223F_DK2_H1.7","000223F_DK2_H1_20835_20862"
"15963","000223F_DK2_H1.13","000223F_DK2_H1_27825_27849"
"15964","000223F_DK2_H1.15","000223F_DK2_H1_31732_31754"
"15965","000223F_DK2_H1.21","000223F_DK2_H1_47992_48021"
"15966","000223F_DK2_H1.21","000223F_DK2_H1_48578_48600"
"15967","000223F_DK2_H1.21","000223F_DK2_H1_48676_48708"
"15968","000223F_DK2_H1.21","000223F_DK2_H1_50115_50139"
"15969","000223F_DK2_H1.21","000223F_DK2_H1_50436_50458"
"15970","000223F_DK2_H1.21","000223F_DK2_H1_50628_50652"
"15971","000224F_9101-10800_DK2_H1.1","000224F_9101-10800_DK2_H1_333_369"
"15972","000224F_9101-10800_DK2_H1.1","000224F_9101-10800_DK2_H1_442_473"
"15973","000224F_9101-10800_DK2_H1.1","000224F_9101-10800_DK2_H1_1456_1480"
"15974","000224F_9101-10800_DK2_H2.1","000224F_9101-10800_DK2_H2_333_369"
"15975","000224F_9101-10800_DK2_H2.1","000224F_9101-10800_DK2_H2_442_473"
"15976","000224F_9101-10800_DK2_H2.1","000224F_9101-10800_DK2_H2_1492_1516"
"15977","000225F_DK2_H1.20","000225F_DK2_H1_32738_32764"
"15978","000225F_DK2_H1.20","000225F_DK2_H1_33672_33696"
"15979","000225F_DK2_H1.23","000225F_DK2_H1_40328_40350"
"15980","000225F_DK2_H1.23","000225F_DK2_H1_40918_40942"
"15981","000225F_DK2_H1.24","000225F_DK2_H1_42090_42115"
"15982","000225F_DK2_H1.24","000225F_DK2_H1_42311_42334"
"15983","000225F_DK2_H1.24","000225F_DK2_H1_42464_42520"
"15984","000225F_DK2_H1.24","000225F_DK2_H1_42757_42780"
"15985","000225F_DK2_H1.24","000225F_DK2_H1_43264_43284"
"15986","000225F_DK2_H1.28","000225F_DK2_H1_46805_46827"
"15987","000225F_DK2_H1.28","000225F_DK2_H1_46880_46907"
"15988","000225F_DK2_H1.28","000225F_DK2_H1_47204_47228"
"15989","000225F_DK2_H1.28","000225F_DK2_H1_47376_47405"
"15990","000225F_DK2_H1.28","000225F_DK2_H1_47551_47573"
"15991","000225F_DK2_H1.28","000225F_DK2_H1_47749_47774"
"15992","000225F_DK2_H1.28","000225F_DK2_H1_48221_48245"
"15993","000225F_DK2_H1.28","000225F_DK2_H1_48580_48605"
"15994","000225F_DK2_H1.28","000225F_DK2_H1_49197_49221"
"15995","000225F_DK2_H1.28","000225F_DK2_H1_53282_53309"
"15996","000225F_DK2_H1.28","000225F_DK2_H1_53403_53428"
"15997","000225F_DK2_H1.28","000225F_DK2_H1_53752_53776"
"15998","000225F_DK2_H1.28","000225F_DK2_H1_53935_53959"
"15999","000225F_DK2_H1.32","000225F_DK2_H1_59001_59022"
"16000","000225F_DK2_H1.32","000225F_DK2_H1_59350_59436"
"16001","000225F_DK2_H1.32","000225F_DK2_H1_60074_60098"
"16002","000225F_DK2_H1.35","000225F_DK2_H1_66245_66268"
"16003","000225F_DK2_H1.35","000225F_DK2_H1_66935_66997"
"16004","000225F_DK2_H1.35","000225F_DK2_H1_68384_68404"
"16005","000225F_DK2_H1.37","000225F_DK2_H1_70936_70958"
"16006","000225F_DK2_H1.37","000225F_DK2_H1_71163_71188"
"16007","000225F_DK2_H1.37","000225F_DK2_H1_72106_72130"
"16008","000225F_DK2_H1.37","000225F_DK2_H1_72340_72383"
"16009","000225F_DK2_H1.37","000225F_DK2_H1_72626_72650"
"16010","000225F_DK2_H1.41","000225F_DK2_H1_78119_78142"
"16011","000225F_DK2_H1.41","000225F_DK2_H1_78352_78377"
"16012","000225F_DK2_H1.41","000225F_DK2_H1_78711_78736"
"16013","000225F_DK2_H1.41","000225F_DK2_H1_78826_78849"
"16014","000225F_DK2_H1.41","000225F_DK2_H1_79099_79124"
"16015","000225F_DK2_H1.42","000225F_DK2_H1_79362_79393"
"16016","000225F_DK2_H1.42","000225F_DK2_H1_79581_79608"
"16017","000225F_DK2_H1.60","000225F_DK2_H1_110456_110478"
"16018","000225F_DK2_H1.65","000225F_DK2_H1_115286_115325"
"16019","000225F_DK2_H1.65","000225F_DK2_H1_115519_115543"
"16020","000225F_DK2_H1.65","000225F_DK2_H1_115582_115598"
"16021","000225F_DK2_H1.65","000225F_DK2_H1_115769_115791"
"16022","000225F_DK2_H1.68","000225F_DK2_H1_119681_119706"
"16023","000225F_DK2_H1.79","000225F_DK2_H1_138364_138386"
"16024","000225F_DK2_H1.79","000225F_DK2_H1_139131_139182"
"16025","000225F_DK2_H2.5","000225F_DK2_H2_10599_10621"
"16026","000225F_DK2_H2.8","000225F_DK2_H2_16361_16381"
"16027","000225F_DK2_H2.13","000225F_DK2_H2_21573_21597"
"16028","000225F_DK2_H2.15","000225F_DK2_H2_24016_24036"
"16029","000225F_DK2_H2.15","000225F_DK2_H2_24266_24312"
"16030","000225F_DK2_H2.15","000225F_DK2_H2_24479_24502"
"16031","000225F_DK2_H2.15","000225F_DK2_H2_24701_24724"
"16032","000225F_DK2_H2.19","000225F_DK2_H2_31572_31593"
"16033","000225F_DK2_H2.30","000225F_DK2_H2_54525_54547"
"16034","000225F_DK2_H2.30","000225F_DK2_H2_54677_54699"
"16035","000225F_DK2_H2.30","000225F_DK2_H2_54816_54838"
"16036","000225F_DK2_H2.34","000225F_DK2_H2_63177_63199"
"16037","000225F_DK2_H2.34","000225F_DK2_H2_63803_63825"
"16038","000225F_DK2_H2.39","000225F_DK2_H2_73188_73212"
"16039","000225F_DK2_H2.39","000225F_DK2_H2_73554_73578"
"16040","000225F_DK2_H2.47","000225F_DK2_H2_93105_93128"
"16041","000225F_DK2_H2.48","000225F_DK2_H2_93968_93990"
"16042","000225F_DK2_H2.48","000225F_DK2_H2_94088_94118"
"16043","000225F_DK2_H2.48","000225F_DK2_H2_94216_94243"
"16044","000225F_DK2_H2.48","000225F_DK2_H2_94452_94477"
"16045","000225F_DK2_H2.48","000225F_DK2_H2_94660_94682"
"16046","000225F_DK2_H2.50","000225F_DK2_H2_97208_97231"
"16047","000225F_DK2_H2.50","000225F_DK2_H2_97297_97323"
"16048","000225F_DK2_H2.50","000225F_DK2_H2_97442_97467"
"16049","000225F_DK2_H2.50","000225F_DK2_H2_97660_97679"
"16050","000225F_DK2_H2.52","000225F_DK2_H2_99485_99505"
"16051","000225F_DK2_H2.52","000225F_DK2_H2_99636_99657"
"16052","000225F_DK2_H2.52","000225F_DK2_H2_100129_100169"
"16053","000225F_DK2_H2.54","000225F_DK2_H2_105387_105410"
"16054","000225F_DK2_H2.56","000225F_DK2_H2_106965_106998"
"16055","000225F_DK2_H2.56","000225F_DK2_H2_107136_107156"
"16056","000225F_DK2_H2.57","000225F_DK2_H2_107446_107468"
"16057","000225F_DK2_H2.57","000225F_DK2_H2_107831_107865"
"16058","000225F_DK2_H2.57","000225F_DK2_H2_108172_108192"
"16059","000225F_DK2_H2.62","000225F_DK2_H2_111676_111696"
"16060","000225F_DK2_H2.62","000225F_DK2_H2_113003_113032"
"16061","000225F_DK2_H2.68","000225F_DK2_H2_120151_120176"
"16062","000225F_DK2_H2.68","000225F_DK2_H2_120270_120292"
"16063","000225F_DK2_H2.68","000225F_DK2_H2_120360_120385"
"16064","000225F_DK2_H2.69","000225F_DK2_H2_120531_120553"
"16065","000225F_DK2_H2.69","000225F_DK2_H2_120764_120790"
"16066","000225F_DK2_H2.69","000225F_DK2_H2_121886_121910"
"16067","000225F_DK2_H2.69","000225F_DK2_H2_122014_122035"
"16068","000225F_DK2_H2.75","000225F_DK2_H2_127733_127759"
"16069","000225F_DK2_H2.75","000225F_DK2_H2_128060_128089"
"16070","000225F_DK2_H2.75","000225F_DK2_H2_128230_128252"
"16071","000225F_DK2_H2.78","000225F_DK2_H2_132160_132194"
"16072","000225F_DK2_H2.78","000225F_DK2_H2_132503_132525"
"16073","000225F_DK2_H2.78","000225F_DK2_H2_132603_132625"
"16074","000225F_DK2_H2.78","000225F_DK2_H2_132805_132833"
"16075","000226F_DK2_H1.3","000226F_DK2_H1_7326_7359"
"16076","000226F_DK2_H1.3","000226F_DK2_H1_7519_7546"
"16077","000226F_DK2_H1.3","000226F_DK2_H1_7815_7837"
"16078","000226F_DK2_H1.8","000226F_DK2_H1_15253_15280"
"16079","000226F_DK2_H1.14","000226F_DK2_H1_20660_20678"
"16080","000226F_DK2_H1.16","000226F_DK2_H1_23112_23135"
"16081","000226F_DK2_H1.16","000226F_DK2_H1_23243_23265"
"16082","000226F_DK2_H1.16","000226F_DK2_H1_25271_25293"
"16083","000226F_DK2_H1.17","000226F_DK2_H1_29007_29030"
"16084","000226F_DK2_H1.17","000226F_DK2_H1_29150_29172"
"16085","000226F_DK2_H1.17","000226F_DK2_H1_29496_29518"
"16086","000226F_DK2_H1.17","000226F_DK2_H1_29734_29756"
"16087","000226F_DK2_H1.17","000226F_DK2_H1_37760_37784"
"16088","000226F_DK2_H1.17","000226F_DK2_H1_39168_39193"
"16089","000226F_DK2_H1.17","000226F_DK2_H1_39536_39563"
"16090","000226F_DK2_H1.18","000226F_DK2_H1_39891_39912"
"16091","000226F_DK2_H1.18","000226F_DK2_H1_40032_40057"
"16092","000226F_DK2_H1.18","000226F_DK2_H1_40390_40415"
"16093","000226F_DK2_H1.18","000226F_DK2_H1_40625_40647"
"16094","000226F_DK2_H1.18","000226F_DK2_H1_41518_41545"
"16095","000226F_DK2_H1.18","000226F_DK2_H1_41591_41616"
"16096","000226F_DK2_H1.18","000226F_DK2_H1_48237_48258"
"16097","000226F_DK2_H1.18","000226F_DK2_H1_48745_48765"
"16098","000226F_DK2_H1.18","000226F_DK2_H1_50230_50253"
"16099","000226F_DK2_H1.18","000226F_DK2_H1_50458_50480"
"16100","000226F_DK2_H1.18","000226F_DK2_H1_50619_50641"
"16101","000226F_DK2_H1.32","000226F_DK2_H1_65740_65810"
"16102","000226F_DK2_H1.32","000226F_DK2_H1_67278_67360"
"16103","000226F_DK2_H1.32","000226F_DK2_H1_67459_67484"
"16104","000226F_DK2_H1.39","000226F_DK2_H1_80781_80808"
"16105","000226F_DK2_H1.39","000226F_DK2_H1_80911_80936"
"16106","000226F_DK2_H1.39","000226F_DK2_H1_80999_81026"
"16107","000226F_DK2_H1.39","000226F_DK2_H1_81034_81052"
"16108","000226F_DK2_H1.40","000226F_DK2_H1_81481_81504"
"16109","000226F_DK2_H1.40","000226F_DK2_H1_81700_81740"
"16110","000226F_DK2_H1.40","000226F_DK2_H1_82084_82112"
"16111","000226F_DK2_H1.40","000226F_DK2_H1_82548_82575"
"16112","000226F_DK2_H2.14","000226F_DK2_H2_15729_15756"
"16113","000226F_DK2_H2.14","000226F_DK2_H2_15928_15954"
"16114","000226F_DK2_H2.14","000226F_DK2_H2_16254_16289"
"16115","000226F_DK2_H2.14","000226F_DK2_H2_16478_16499"
"16116","000226F_DK2_H2.26","000226F_DK2_H2_54308_54330"
"16117","000226F_DK2_H2.27","000226F_DK2_H2_55770_55793"
"16118","000226F_DK2_H2.27","000226F_DK2_H2_55881_55915"
"16119","000226F_DK2_H2.27","000226F_DK2_H2_56054_56081"
"16120","000226F_DK2_H2.27","000226F_DK2_H2_56290_56317"
"16121","000226F_DK2_H2.30","000226F_DK2_H2_58549_58571"
"16122","000226F_DK2_H2.30","000226F_DK2_H2_58692_58716"
"16123","000226F_DK2_H2.30","000226F_DK2_H2_59321_59342"
"16124","000226F_DK2_H2.30","000226F_DK2_H2_59536_59558"
"16125","000226F_DK2_H2.30","000226F_DK2_H2_59754_59775"
"16126","000226F_DK2_H2.30","000226F_DK2_H2_60078_60100"
"16127","000226F_DK2_H2.30","000226F_DK2_H2_60442_60464"
"16128","000226F_DK2_H2.30","000226F_DK2_H2_61038_61062"
"16129","000226F_DK2_H2.33","000226F_DK2_H2_62856_62881"
"16130","000226F_DK2_H2.33","000226F_DK2_H2_63167_63185"
"16131","000226F_DK2_H2.33","000226F_DK2_H2_63348_63374"
"16132","000226F_DK2_H2.33","000226F_DK2_H2_63671_63692"
"16133","000226F_DK2_H2.34","000226F_DK2_H2_64551_64571"
"16134","000226F_DK2_H2.39","000226F_DK2_H2_71349_71374"
"16135","000226F_DK2_H2.39","000226F_DK2_H2_71526_71549"
"16136","000226F_DK2_H2.39","000226F_DK2_H2_71739_71762"
"16137","000226F_DK2_H2.39","000226F_DK2_H2_71853_71876"
"16138","000226F_DK2_H2.39","000226F_DK2_H2_72009_72030"
"16139","000227F_DK2_H1.6","000227F_DK2_H1_8824_8848"
"16140","000227F_DK2_H1.6","000227F_DK2_H1_9275_9301"
"16141","000227F_DK2_H1.6","000227F_DK2_H1_9890_9915"
"16142","000227F_DK2_H1.20","000227F_DK2_H1_26159_26183"
"16143","000227F_DK2_H1.21","000227F_DK2_H1_26448_26470"
"16144","000227F_DK2_H1.21","000227F_DK2_H1_26692_26723"
"16145","000227F_DK2_H1.21","000227F_DK2_H1_26882_26902"
"16146","000227F_DK2_H1.21","000227F_DK2_H1_27203_27225"
"16147","000227F_DK2_H1.21","000227F_DK2_H1_28007_28029"
"16148","000227F_DK2_H1.21","000227F_DK2_H1_28154_28175"
"16149","000227F_DK2_H1.21","000227F_DK2_H1_28467_28490"
"16150","000227F_DK2_H1.22","000227F_DK2_H1_30350_30377"
"16151","000227F_DK2_H1.22","000227F_DK2_H1_30435_30457"
"16152","000227F_DK2_H1.23","000227F_DK2_H1_33493_33520"
"16153","000227F_DK2_H1.23","000227F_DK2_H1_33578_33600"
"16154","000227F_DK2_H1.25","000227F_DK2_H1_37497_37518"
"16155","000227F_DK2_H1.25","000227F_DK2_H1_37613_37635"
"16156","000227F_DK2_H1.29","000227F_DK2_H1_42920_42942"
"16157","000227F_DK2_H1.29","000227F_DK2_H1_43121_43149"
"16158","000227F_DK2_H1.29","000227F_DK2_H1_43416_43438"
"16159","000227F_DK2_H1.31","000227F_DK2_H1_44435_44464"
"16160","000227F_DK2_H1.31","000227F_DK2_H1_44621_44641"
"16161","000227F_DK2_H1.31","000227F_DK2_H1_44826_44851"
"16162","000227F_DK2_H2.1","000227F_DK2_H2_3517_3541"
"16163","000227F_DK2_H2.21","000227F_DK2_H2_36384_36407"
"16164","000227F_DK2_H2.21","000227F_DK2_H2_36606_36628"
"16165","000227F_DK2_H2.23","000227F_DK2_H2_39564_39586"
"16166","000227F_DK2_H2.23","000227F_DK2_H2_39644_39668"
"16167","000227F_DK2_H2.24","000227F_DK2_H2_41367_41387"
"16168","000227F_DK2_H2.24","000227F_DK2_H2_41445_41469"
"16169","000227F_DK2_H2.25","000227F_DK2_H2_42851_42921"
"16170","000227F_DK2_H2.25","000227F_DK2_H2_43057_43080"
"16171","000227F_DK2_H2.26","000227F_DK2_H2_43259_43283"
"16172","000227F_DK2_H2.26","000227F_DK2_H2_43555_43576"
"16173","000227F_DK2_H2.26","000227F_DK2_H2_43838_43858"
"16174","000227F_DK2_H2.28","000227F_DK2_H2_45380_45401"
"16175","000227F_DK2_H2.28","000227F_DK2_H2_45607_45633"
"16176","000228F_DK2_H1.6","000228F_DK2_H1_6009_6029"
"16177","000228F_DK2_H1.8","000228F_DK2_H1_7915_7949"
"16178","000228F_DK2_H1.8","000228F_DK2_H1_8234_8264"
"16179","000228F_DK2_H1.8","000228F_DK2_H1_8724_8746"
"16180","000228F_DK2_H1.12","000228F_DK2_H1_13529_13554"
"16181","000228F_DK2_H1.12","000228F_DK2_H1_13718_13739"
"16182","000228F_DK2_H1.12","000228F_DK2_H1_13948_13970"
"16183","000228F_DK2_H1.12","000228F_DK2_H1_15043_15067"
"16184","000228F_DK2_H1.12","000228F_DK2_H1_15328_15349"
"16185","000228F_DK2_H1.12","000228F_DK2_H1_15462_15487"
"16186","000228F_DK2_H1.12","000228F_DK2_H1_16259_16280"
"16187","000228F_DK2_H1.12","000228F_DK2_H1_16446_16467"
"16188","000228F_DK2_H1.12","000228F_DK2_H1_16857_16883"
"16189","000228F_DK2_H1.12","000228F_DK2_H1_18951_18972"
"16190","000228F_DK2_H1.12","000228F_DK2_H1_19861_19882"
"16191","000228F_DK2_H1.12","000228F_DK2_H1_20158_20179"
"16192","000228F_DK2_H1.12","000228F_DK2_H1_20354_20377"
"16193","000228F_DK2_H1.19","000228F_DK2_H1_27579_27610"
"16194","000228F_DK2_H1.27","000228F_DK2_H1_35627_35656"
"16195","000228F_DK2_H1.27","000228F_DK2_H1_35943_35967"
"16196","000228F_DK2_H1.27","000228F_DK2_H1_37367_37385"
"16197","000228F_DK2_H1.27","000228F_DK2_H1_37617_37643"
"16198","000228F_DK2_H1.30","000228F_DK2_H1_42899_42920"
"16199","000228F_DK2_H1.30","000228F_DK2_H1_43049_43074"
"16200","000228F_DK2_H1.30","000228F_DK2_H1_43231_43262"
"16201","000228F_DK2_H1.30","000228F_DK2_H1_43358_43390"
"16202","000228F_DK2_H1.30","000228F_DK2_H1_43482_43507"
"16203","000228F_DK2_H1.38","000228F_DK2_H1_53682_53700"
"16204","000228F_DK2_H2.9","000228F_DK2_H2_7876_7898"
"16205","000228F_DK2_H2.9","000228F_DK2_H2_8092_8107"
"16206","000228F_DK2_H2.9","000228F_DK2_H2_8221_8250"
"16207","000228F_DK2_H2.9","000228F_DK2_H2_8710_8732"
"16208","000228F_DK2_H2.20","000228F_DK2_H2_27546_27576"
"16209","000228F_DK2_H2.20","000228F_DK2_H2_27701_27726"
"16210","000228F_DK2_H2.20","000228F_DK2_H2_27796_27828"
"16211","000228F_DK2_H2.20","000228F_DK2_H2_27957_27978"
"16212","000228F_DK2_H2.20","000228F_DK2_H2_28081_28103"
"16213","000228F_DK2_H2.20","000228F_DK2_H2_28209_28233"
"16214","000228F_DK2_H2.20","000228F_DK2_H2_28428_28451"
"16215","000228F_DK2_H2.20","000228F_DK2_H2_28584_28608"
"16216","000228F_DK2_H2.20","000228F_DK2_H2_28709_28732"
"16217","000228F_DK2_H2.22","000228F_DK2_H2_29962_29997"
"16218","000228F_DK2_H2.27","000228F_DK2_H2_37340_37360"
"16219","000228F_DK2_H2.27","000228F_DK2_H2_37592_37618"
"16220","000228F_DK2_H2.27","000228F_DK2_H2_39434_39526"
"16221","000228F_DK2_H2.27","000228F_DK2_H2_39885_39915"
"16222","000228F_DK2_H2.27","000228F_DK2_H2_40379_40402"
"16223","000228F_DK2_H2.27","000228F_DK2_H2_40671_40691"
"16224","000228F_DK2_H2.27","000228F_DK2_H2_41223_41245"
"16225","000228F_DK2_H2.27","000228F_DK2_H2_41473_41494"
"16226","000228F_DK2_H2.28","000228F_DK2_H2_42880_42901"
"16227","000228F_DK2_H2.28","000228F_DK2_H2_43030_43055"
"16228","000228F_DK2_H2.28","000228F_DK2_H2_43212_43244"
"16229","000228F_DK2_H2.28","000228F_DK2_H2_43340_43384"
"16230","000228F_DK2_H2.28","000228F_DK2_H2_43468_43493"
"16231","000228F_DK2_H2.34","000228F_DK2_H2_54199_54224"
"16232","000228F_DK2_H2.34","000228F_DK2_H2_54455_54476"
"16233","000229F_DK2_H1.19","000229F_DK2_H1_23214_23235"
"16234","000229F_DK2_H1.19","000229F_DK2_H1_23482_23504"
"16235","000229F_DK2_H1.19","000229F_DK2_H1_23762_23785"
