seqnames	strand	Gene_ID	intron_start	intron_end	intron_width	three_prime_end	five_prime_end	intron_midpoint	transcript_length	intron_to_5_end
000098F_DK2_H2	+	000098F_DK2_H2.21	29987	30011	25	30486	28140	29999	2346	0.7924126172208014
000098F_DK2_H2	+	000098F_DK2_H2.21	30233	30257	25	30486	28140	30245	2346	0.8972719522591646
000098F_DK2_H2	-	000098F_DK2_H2.23	34479	34503	25	33143	35132	34491	1989	0.322272498743087
000098F_DK2_H2	-	000098F_DK2_H2.23	34746	34769	24	33143	35132	34757.5	1989	0.1882855706385118
000098F_DK2_H2	-	000098F_DK2_H2.28	42526	42551	26	41216	42606	42538.5	1390	0.048561151079136694
000098F_DK2_H2	-	000098F_DK2_H2.29	42779	42823	45	42608	45279	42801	2671	0.9277424185698241
000098F_DK2_H2	-	000098F_DK2_H2.29	43208	43291	84	42608	45279	43249.5	2671	0.7598277798577312
000098F_DK2_H2	-	000098F_DK2_H2.29	44029	44051	23	42608	45279	44040	2671	0.46387120928491204
000098F_DK2_H2	-	000098F_DK2_H2.29	44260	44312	53	42608	45279	44286	2671	0.37177087233245976
000098F_DK2_H2	-	000098F_DK2_H2.29	44899	44923	25	42608	45279	44911	2671	0.13777611381505053
000098F_DK2_H2	-	000098F_DK2_H2.29	45131	45154	24	42608	45279	45142.5	2671	0.05110445526020217
000098F_DK2_H2	+	000098F_DK2_H2.38	55184	55209	26	56191	55042	55196.5	1149	0.13446475195822455
000098F_DK2_H2	+	000098F_DK2_H2.38	55432	55457	26	56191	55042	55444.5	1149	0.3503046127067015
000098F_DK2_H2	+	000098F_DK2_H2.38	55674	55693	20	56191	55042	55683.5	1149	0.5583115752828547
000098F_DK2_H2	+	000098F_DK2_H2.46	62154	62188	35	62586	61879	62171	707	0.413012729844413
000098F_DK2_H2	+	000098F_DK2_H2.48	65544	65565	22	75071	65035	65554.5	10036	0.0517636508569151
000098F_DK2_H2	+	000098F_DK2_H2.48	66217	66243	27	75071	65035	66230	10036	0.11907134316460741
000098F_DK2_H2	+	000098F_DK2_H2.48	66544	66568	25	75071	65035	66556	10036	0.15155440414507773
000098F_DK2_H2	+	000098F_DK2_H2.48	66713	66734	22	75071	65035	66723.5	10036	0.16824432044639298
000098F_DK2_H2	+	000098F_DK2_H2.48	66888	66913	26	75071	65035	66900.5	10036	0.18588082901554404
000098F_DK2_H2	+	000098F_DK2_H2.48	67208	67231	24	75071	65035	67219.5	10036	0.2176664009565564
000098F_DK2_H2	+	000098F_DK2_H2.48	67391	67413	23	75071	65035	67402	10036	0.2358509366281387
000098F_DK2_H2	+	000098F_DK2_H2.48	67873	67897	25	75071	65035	67885	10036	0.28397768035073734
000098F_DK2_H2	+	000098F_DK2_H2.48	68054	68078	25	75071	65035	68066	10036	0.30201275408529293
000098F_DK2_H2	+	000098F_DK2_H2.48	68244	68266	23	75071	65035	68255	10036	0.3208449581506576
000098F_DK2_H2	+	000098F_DK2_H2.48	68558	68580	23	75071	65035	68569	10036	0.3521323236349143
000098F_DK2_H2	+	000098F_DK2_H2.48	69163	69188	26	75071	65035	69175.5	10036	0.41256476683937826
000098F_DK2_H2	+	000098F_DK2_H2.48	70026	70047	22	75071	65035	70036.5	10036	0.49835591869270623
000098F_DK2_H2	+	000098F_DK2_H2.48	70201	70224	24	75071	65035	70212.5	10036	0.5158927859705061
000098F_DK2_H2	+	000098F_DK2_H2.48	70375	70397	23	75071	65035	70386	10036	0.5331805500199283
000098F_DK2_H2	+	000098F_DK2_H2.48	70932	70955	24	75071	65035	70943.5	10036	0.5887305699481865
000098F_DK2_H2	+	000098F_DK2_H2.48	73426	73450	25	75071	65035	73438	10036	0.837285771223595
000098F_DK2_H2	+	000098F_DK2_H2.48	73643	73669	27	75071	65035	73656	10036	0.8590075727381427
000098F_DK2_H2	+	000098F_DK2_H2.48	73827	73849	23	75071	65035	73838	10036	0.8771422877640495
000098F_DK2_H2	+	000098F_DK2_H2.48	74797	74819	23	75071	65035	74808	10036	0.9737943403746513
000098F_DK2_H2	+	000098F_DK2_H2.53	80472	80558	87	84221	79840	80515	4381	0.15407441223464963
000098F_DK2_H2	+	000098F_DK2_H2.53	80669	80692	24	84221	79840	80680.5	4381	0.19185117553070075
000098F_DK2_H2	+	000098F_DK2_H2.53	80879	80901	23	84221	79840	80890	4381	0.23967130792056607
000098F_DK2_H2	+	000098F_DK2_H2.53	81646	81666	21	84221	79840	81656	4381	0.4145172335083314
000098F_DK2_H2	+	000098F_DK2_H2.53	82036	82062	27	84221	79840	82049	4381	0.5042227801871719
000098F_DK2_H2	+	000098F_DK2_H2.53	82927	82948	22	84221	79840	82937.5	4381	0.70703035836567
000098F_DK2_H2	+	000098F_DK2_H2.53	83003	83029	27	84221	79840	83016	4381	0.7249486418625884
000098F_DK2_H2	+	000098F_DK2_H2.53	83114	83133	20	84221	79840	83123.5	4381	0.7494864186258845
000098F_DK2_H2	+	000098F_DK2_H2.53	83272	83294	23	84221	79840	83283	4381	0.7858936315909609
000098F_DK2_H2	+	000098F_DK2_H2.53	83433	83456	24	84221	79840	83444.5	4381	0.822757361333029
000098F_DK2_H2	+	000098F_DK2_H2.53	84155	84216	62	84221	79840	84185.5	4381	0.9918968272083999
000098F_DK2_H2	-	000098F_DK2_H2.61	100137	100171	35	99929	101574	100154	1645	0.8632218844984803
000098F_DK2_H2	-	000098F_DK2_H2.61	100413	100435	23	99929	101574	100424	1645	0.6990881458966566
000098F_DK2_H2	-	000098F_DK2_H2.61	100591	100613	23	99929	101574	100602	1645	0.5908814589665653
000098F_DK2_H2	-	000098F_DK2_H2.61	100793	100815	23	99929	101574	100804	1645	0.46808510638297873
000098F_DK2_H2	-	000098F_DK2_H2.61	100983	101005	23	99929	101574	100994	1645	0.3525835866261398
000098F_DK2_H2	-	000098F_DK2_H2.61	101382	101404	23	99929	101574	101393	1645	0.11003039513677812
000099F_DK2_H1	+	000099F_DK2_H1.2	4386	4414	29	5235	4313	4400	922	0.09436008676789588
000099F_DK2_H1	+	000099F_DK2_H1.2	4546	4568	23	5235	4313	4557	922	0.2646420824295011
000099F_DK2_H1	+	000099F_DK2_H1.2	4653	4678	26	5235	4313	4665.5	922	0.3823210412147505
000099F_DK2_H1	+	000099F_DK2_H1.2	4747	4772	26	5235	4313	4759.5	922	0.48427331887201736
000099F_DK2_H1	+	000099F_DK2_H1.2	4916	4944	29	5235	4313	4930	922	0.6691973969631236
000099F_DK2_H1	+	000099F_DK2_H1.2	5036	5060	25	5235	4313	5048	922	0.797180043383948
000099F_DK2_H1	-	000099F_DK2_H1.5	7619	7634	16	7240	8121	7626.5	881	0.5612939841089671
000099F_DK2_H1	-	000099F_DK2_H1.5	7658	7682	25	7240	8121	7670	881	0.5119182746878547
000099F_DK2_H1	-	000099F_DK2_H1.7	8931	8954	24	8663	9275	8942.5	612	0.5433006535947712
000099F_DK2_H1	-	000099F_DK2_H1.7	9066	9090	25	8663	9275	9078	612	0.32189542483660133
000099F_DK2_H1	-	000099F_DK2_H1.10	12628	12648	21	12515	15006	12638	2491	0.9506222400642312
000099F_DK2_H1	-	000099F_DK2_H1.10	12866	12889	24	12515	15006	12877.5	2491	0.8544761140104375
000099F_DK2_H1	-	000099F_DK2_H1.10	13114	13137	24	12515	15006	13125.5	2491	0.7549177037334404
000099F_DK2_H1	-	000099F_DK2_H1.10	13621	13646	26	12515	15006	13633.5	2491	0.5509835407466881
000099F_DK2_H1	-	000099F_DK2_H1.10	14041	14065	25	12515	15006	14053	2491	0.3825772782015255
000099F_DK2_H1	-	000099F_DK2_H1.10	14428	14450	23	12515	15006	14439	2491	0.22761942994781212
000099F_DK2_H1	-	000099F_DK2_H1.10	14491	14549	59	12515	15006	14520	2491	0.1951023685266961
000099F_DK2_H1	-	000099F_DK2_H1.11	15343	15365	23	15035	15997	15354	962	0.6683991683991684
000099F_DK2_H1	-	000099F_DK2_H1.11	15910	15932	23	15035	15997	15921	962	0.079002079002079
000099F_DK2_H1	-	000099F_DK2_H1.12	16093	16117	25	16002	16710	16105	708	0.8545197740112994
000099F_DK2_H1	-	000099F_DK2_H1.12	16297	16320	24	16002	16710	16308.5	708	0.567090395480226
000099F_DK2_H1	-	000099F_DK2_H1.13	16888	16909	22	16737	19763	16898.5	3026	0.9466292134831461
000099F_DK2_H1	-	000099F_DK2_H1.17	23305	23329	25	23241	34821	23317	11580	0.9934369602763385
000099F_DK2_H1	-	000099F_DK2_H1.17	23601	23627	27	23241	34821	23614	11580	0.9677892918825561
000099F_DK2_H1	-	000099F_DK2_H1.17	32124	32150	27	23241	34821	32137	11580	0.2317789291882556
000099F_DK2_H1	-	000099F_DK2_H1.17	32355	32391	37	23241	34821	32373	11580	0.21139896373056996
000099F_DK2_H1	-	000099F_DK2_H1.17	32623	32646	24	23241	34821	32634.5	11580	0.18881692573402417
000099F_DK2_H1	-	000099F_DK2_H1.17	33051	33072	22	23241	34821	33061.5	11580	0.15194300518134715
000099F_DK2_H1	-	000099F_DK2_H1.17	33183	33204	22	23241	34821	33193.5	11580	0.1405440414507772
000099F_DK2_H1	-	000099F_DK2_H1.17	33733	33754	22	23241	34821	33743.5	11580	0.09304835924006909
000099F_DK2_H1	-	000099F_DK2_H1.17	33919	33942	24	23241	34821	33930.5	11580	0.07689982728842833
000099F_DK2_H1	-	000099F_DK2_H1.17	33993	34021	29	23241	34821	34007	11580	0.07029360967184801
000099F_DK2_H1	-	000099F_DK2_H1.17	34225	34246	22	23241	34821	34235.5	11580	0.05056131260794473
000099F_DK2_H1	-	000099F_DK2_H1.17	34408	34432	25	23241	34821	34420	11580	0.0346286701208981
000099F_DK2_H1	-	000099F_DK2_H1.17	34653	34676	24	23241	34821	34664.5	11580	0.0135146804835924
000099F_DK2_H1	-	000099F_DK2_H1.20	36893	36917	25	36847	38451	36905	1604	0.9638403990024937
000099F_DK2_H1	-	000099F_DK2_H1.20	38016	38041	26	36847	38451	38028.5	1604	0.26340399002493764
000099F_DK2_H1	-	000099F_DK2_H1.20	38158	38190	33	36847	38451	38174	1604	0.17269326683291772
000099F_DK2_H1	+	000099F_DK2_H1.21	38649	38678	30	41853	38541	38663.5	3312	0.03698671497584541
000099F_DK2_H1	+	000099F_DK2_H1.21	38793	38820	28	41853	38541	38806.5	3312	0.08016304347826086
000099F_DK2_H1	+	000099F_DK2_H1.21	38943	38969	27	41853	38541	38956	3312	0.12530193236714976
000099F_DK2_H1	+	000099F_DK2_H1.21	40059	40114	56	41853	38541	40086.5	3312	0.4666364734299517
000099F_DK2_H1	+	000099F_DK2_H1.21	40530	40560	31	41853	38541	40545	3312	0.605072463768116
000099F_DK2_H1	+	000099F_DK2_H1.21	40683	40708	26	41853	38541	40695.5	3312	0.6505132850241546
000099F_DK2_H1	+	000099F_DK2_H1.21	41777	41802	26	41853	38541	41789.5	3312	0.9808272946859904
000099F_DK2_H1	+	000099F_DK2_H1.22	42066	42134	69	43630	42034	42100	1596	0.041353383458646614
000099F_DK2_H1	+	000099F_DK2_H1.22	42328	42353	26	43630	42034	42340.5	1596	0.19204260651629074
000099F_DK2_H1	+	000099F_DK2_H1.22	42473	42496	24	43630	42034	42484.5	1596	0.28226817042606517
000099F_DK2_H1	+	000099F_DK2_H1.22	42725	42787	63	43630	42034	42756	1596	0.4523809523809524
000099F_DK2_H1	+	000099F_DK2_H1.22	43559	43581	23	43630	42034	43570	1596	0.9624060150375939
000099F_DK2_H1	+	000099F_DK2_H1.23	44165	44186	22	45464	43890	44175.5	1574	0.18138500635324015
000099F_DK2_H1	+	000099F_DK2_H1.23	44312	44337	26	45464	43890	44324.5	1574	0.27604828462515885
000099F_DK2_H1	+	000099F_DK2_H1.25	47509	47529	21	47759	47458	47519	301	0.2026578073089701
000099F_DK2_H1	+	000099F_DK2_H1.27	48151	48168	18	48781	48022	48159.5	759	0.18115942028985507
000099F_DK2_H1	-	000099F_DK2_H1.28	49040	49068	29	48953	49732	49054	779	0.8703465982028241
000099F_DK2_H1	-	000099F_DK2_H1.28	49331	49355	25	48953	49732	49343	779	0.4993581514762516
000099F_DK2_H1	-	000099F_DK2_H1.28	49551	49574	24	48953	49732	49562.5	779	0.21758664955070603
000099F_DK2_H1	+	000099F_DK2_H1.29	50240	50267	28	51265	49982	50253.5	1283	0.21161340607950116
000099F_DK2_H1	+	000099F_DK2_H1.29	50936	50958	23	51265	49982	50947	1283	0.7521434138737334
000099F_DK2_H1	+	000099F_DK2_H1.29	51100	51129	30	51265	49982	51114.5	1283	0.88269680436477
000099F_DK2_H1	-	000099F_DK2_H1.30	51354	51378	25	51267	55518	51366	4251	0.976711362032463
000099F_DK2_H1	-	000099F_DK2_H1.30	51575	51600	26	51267	55518	51587.5	4251	0.9246059750646907
000099F_DK2_H1	-	000099F_DK2_H1.30	51723	51744	22	51267	55518	51733.5	4251	0.8902611150317572
000099F_DK2_H1	-	000099F_DK2_H1.30	51863	51884	22	51267	55518	51873.5	4251	0.857327687602917
000099F_DK2_H1	-	000099F_DK2_H1.30	52003	52041	39	51267	55518	52022	4251	0.8223947306516114
000099F_DK2_H1	-	000099F_DK2_H1.30	53624	53646	23	51267	55518	53635	4251	0.4429545989179017
000099F_DK2_H1	-	000099F_DK2_H1.30	53696	53757	62	51267	55518	53726.5	4251	0.42143025170548104
000099F_DK2_H1	-	000099F_DK2_H1.30	53963	53985	23	51267	55518	53974	4251	0.36320865678663844
000099F_DK2_H1	-	000099F_DK2_H1.30	54199	54219	21	51267	55518	54209	4251	0.30792754645965653
000099F_DK2_H1	-	000099F_DK2_H1.30	55470	55496	27	51267	55518	55483	4251	0.008233356857210068
000099F_DK2_H1	-	000099F_DK2_H1.31	55768	55792	25	55566	55925	55780	359	0.403899721448468
000099F_DK2_H1	+	000099F_DK2_H1.32	56014	56039	26	57337	55947	56026.5	1390	0.057194244604316546
000099F_DK2_H1	+	000099F_DK2_H1.32	56892	56913	22	57337	55947	56902.5	1390	0.6874100719424461
000099F_DK2_H1	-	000099F_DK2_H1.34	58272	58294	23	58143	58845	58283	702	0.8005698005698005
000099F_DK2_H1	+	000099F_DK2_H1.35	58981	59004	24	61509	58872	58992.5	2637	0.045695866514979144
000099F_DK2_H1	+	000099F_DK2_H1.35	59298	59325	28	61509	58872	59311.5	2637	0.16666666666666666
000099F_DK2_H1	+	000099F_DK2_H1.35	59936	59956	21	61509	58872	59946	2637	0.4072810011376564
000099F_DK2_H1	-	000099F_DK2_H1.36	61669	61694	26	61520	62375	61681.5	855	0.8111111111111111
000099F_DK2_H1	-	000099F_DK2_H1.36	61936	61963	28	61520	62375	61949.5	855	0.4976608187134503
000099F_DK2_H1	-	000099F_DK2_H1.36	62136	62156	21	61520	62375	62146	855	0.26783625730994154
000099F_DK2_H1	+	000099F_DK2_H1.37	62458	62479	22	63037	62385	62468.5	652	0.1280674846625767
000099F_DK2_H1	+	000099F_DK2_H1.37	62548	62573	26	63037	62385	62560.5	652	0.2691717791411043
000099F_DK2_H1	+	000099F_DK2_H1.37	62674	62699	26	63037	62385	62686.5	652	0.4624233128834356
000099F_DK2_H1	+	000099F_DK2_H1.37	62818	62841	24	63037	62385	62829.5	652	0.6817484662576687
000099F_DK2_H1	+	000099F_DK2_H1.37	62909	62932	24	63037	62385	62920.5	652	0.821319018404908
000099F_DK2_H1	+	000099F_DK2_H1.38	63413	63429	17	64625	63039	63421	1586	0.2408575031525851
000099F_DK2_H1	+	000099F_DK2_H1.38	64398	64420	23	64625	63039	64409	1586	0.8638083228247163
000099F_DK2_H1	+	000099F_DK2_H1.42	68107	68133	27	70235	68061	68120	2174	0.027138914443422264
000099F_DK2_H1	+	000099F_DK2_H1.42	68279	68300	22	70235	68061	68289.5	2174	0.10510579576816928
000099F_DK2_H1	+	000099F_DK2_H1.42	68389	68411	23	70235	68061	68400	2174	0.15593376264949402
000099F_DK2_H1	+	000099F_DK2_H1.42	68999	69026	28	70235	68061	69012.5	2174	0.437672493100276
000099F_DK2_H1	+	000099F_DK2_H1.42	69774	69798	25	70235	68061	69786	2174	0.7934682612695492
000099F_DK2_H1	+	000099F_DK2_H1.42	69951	69979	29	70235	68061	69965	2174	0.8758049678012879
000099F_DK2_H1	+	000099F_DK2_H1.43	70556	70575	20	71895	70326	70565.5	1569	0.15264499681325686
000099F_DK2_H1	+	000099F_DK2_H1.43	70701	70724	24	71895	70326	70712.5	1569	0.24633524537922244
000099F_DK2_H1	+	000099F_DK2_H1.46	77232	77261	30	77391	75082	77246.5	2309	0.9374187960155912
000099F_DK2_H1	-	000099F_DK2_H1.48	78937	78956	20	78741	79842	78946.5	1101	0.8133514986376021
000099F_DK2_H1	-	000099F_DK2_H1.48	79543	79564	22	78741	79842	79553.5	1101	0.2620345140781108
000099F_DK2_H1	-	000099F_DK2_H1.48	79726	79753	28	78741	79842	79739.5	1101	0.09309718437783833
000099F_DK2_H1	-	000099F_DK2_H1.49	80297	80326	30	79885	81581	80311.5	1696	0.7485259433962265
000099F_DK2_H1	-	000099F_DK2_H1.49	80488	80511	24	79885	81581	80499.5	1696	0.6376768867924528
000099F_DK2_H1	-	000099F_DK2_H1.49	81435	81465	31	79885	81581	81450	1696	0.07724056603773585
000099F_DK2_H1	+	000099F_DK2_H1.50	82532	82554	23	82783	81653	82543	1130	0.7876106194690266
000099F_DK2_H1	-	000099F_DK2_H1.52	83775	83799	25	83634	86878	83787	3244	0.9528360049321825
000099F_DK2_H1	-	000099F_DK2_H1.52	84671	84698	28	83634	86878	84684.5	3244	0.6761713933415536
000099F_DK2_H1	-	000099F_DK2_H1.52	85330	85372	43	83634	86878	85351	3244	0.4707151664611591
000099F_DK2_H1	-	000099F_DK2_H1.52	86159	86183	25	83634	86878	86171	3244	0.21794081381011096
000099F_DK2_H1	-	000099F_DK2_H1.52	86813	86840	28	83634	86878	86826.5	3244	0.01587546239210851
000099F_DK2_H1	+	000099F_DK2_H1.53	86956	86980	25	88194	86894	86968	1300	0.056923076923076923
000099F_DK2_H1	+	000099F_DK2_H1.53	87285	87312	28	88194	86894	87298.5	1300	0.31115384615384617
000099F_DK2_H1	+	000099F_DK2_H1.53	87698	87720	23	88194	86894	87709	1300	0.6269230769230769
000099F_DK2_H1	+	000099F_DK2_H1.53	87981	88005	25	88194	86894	87993	1300	0.8453846153846154
000099F_DK2_H1	-	000099F_DK2_H1.55	90121	90145	25	89925	90729	90133	804	0.7412935323383084
000099F_DK2_H1	-	000099F_DK2_H1.55	90163	90185	23	89925	90729	90174	804	0.6902985074626866
000099F_DK2_H1	-	000099F_DK2_H1.55	90237	90262	26	89925	90729	90249.5	804	0.5963930348258707
000099F_DK2_H1	-	000099F_DK2_H1.56	90944	90969	26	90814	91564	90956.5	750	0.81
000099F_DK2_H1	-	000099F_DK2_H1.57	92199	92231	33	91656	92964	92215	1308	0.5726299694189603
000099F_DK2_H1	-	000099F_DK2_H1.57	92404	92427	24	91656	92964	92415.5	1308	0.41934250764525993
000099F_DK2_H1	-	000099F_DK2_H1.57	92655	92679	25	91656	92964	92667	1308	0.22706422018348624
000099F_DK2_H1	-	000099F_DK2_H1.57	92765	92789	25	91656	92964	92777	1308	0.14296636085626913
000099F_DK2_H1	+	000099F_DK2_H1.58	93344	93365	22	94032	93056	93354.5	976	0.30584016393442626
000099F_DK2_H1	+	000099F_DK2_H1.58	93439	93473	35	94032	93056	93456	976	0.4098360655737705
000099F_DK2_H1	-	000099F_DK2_H1.59	94224	94248	25	94133	96316	94236	2183	0.9528172240036646
000099F_DK2_H1	-	000099F_DK2_H1.59	94387	94410	24	94133	96316	94398.5	2183	0.8783783783783784
000099F_DK2_H1	-	000099F_DK2_H1.59	94726	94749	24	94133	96316	94737.5	2183	0.7230874942739349
000099F_DK2_H1	-	000099F_DK2_H1.59	95094	95115	22	94133	96316	95104.5	2183	0.5549702244617499
000099F_DK2_H1	-	000099F_DK2_H1.59	95344	95367	24	94133	96316	95355.5	2183	0.43999083829592306
000099F_DK2_H1	-	000099F_DK2_H1.59	96110	96130	21	94133	96316	96120	2183	0.08978469995419149
000099F_DK2_H1	+	000099F_DK2_H1.61	97809	97834	26	98850	97275	97821.5	1575	0.346984126984127
000099F_DK2_H1	+	000099F_DK2_H1.61	98111	98136	26	98850	97275	98123.5	1575	0.5387301587301587
000099F_DK2_H1	+	000099F_DK2_H1.61	98310	98334	25	98850	97275	98322	1575	0.6647619047619048
000099F_DK2_H1	+	000099F_DK2_H1.61	98381	98405	25	98850	97275	98393	1575	0.7098412698412698
000099F_DK2_H1	+	000099F_DK2_H1.61	98669	98690	22	98850	97275	98679.5	1575	0.8917460317460317
000099F_DK2_H1	+	000099F_DK2_H1.62	100661	100682	22	101514	100349	100671.5	1165	0.27682403433476394
000099F_DK2_H1	+	000099F_DK2_H1.62	101462	101484	23	101514	100349	101473	1165	0.9648068669527897
000099F_DK2_H2	+	000099F_DK2_H2.1	3424	3445	22	3991	3205	3434.5	786	0.2919847328244275
000099F_DK2_H2	+	000099F_DK2_H2.1	3703	3726	24	3991	3205	3714.5	786	0.6482188295165394
000099F_DK2_H2	+	000099F_DK2_H2.5	6622	6643	22	7263	6486	6632.5	777	0.18854568854568854
000099F_DK2_H2	-	000099F_DK2_H2.9	9589	9613	25	9334	12481	9601	3147	0.9151572926596759
000099F_DK2_H2	-	000099F_DK2_H2.9	9798	9886	89	9334	12481	9842	3147	0.838576421989196
000099F_DK2_H2	-	000099F_DK2_H2.9	12412	12433	22	9334	12481	12422.5	3147	0.018589132507149667
000099F_DK2_H2	-	000099F_DK2_H2.15	20412	20436	25	20181	22922	20424	2741	0.9113462240058373
000099F_DK2_H2	-	000099F_DK2_H2.15	20696	20720	25	20181	22922	20708	2741	0.8077344035023714
000099F_DK2_H2	-	000099F_DK2_H2.15	21689	21713	25	20181	22922	21701	2741	0.44545786209412624
000099F_DK2_H2	-	000099F_DK2_H2.15	22456	22479	24	20181	22922	22467.5	2741	0.16581539584093397
000099F_DK2_H2	-	000099F_DK2_H2.15	22667	22690	24	20181	22922	22678.5	2741	0.08883619117110543
000099F_DK2_H2	-	000099F_DK2_H2.15	22778	22800	23	20181	22922	22789	2741	0.04852243706676396
000099F_DK2_H2	+	000099F_DK2_H2.16	22939	22962	24	23230	22924	22950.5	306	0.08660130718954248
000099F_DK2_H2	+	000099F_DK2_H2.16	23117	23139	23	23230	22924	23128	306	0.6666666666666666
000099F_DK2_H2	-	000099F_DK2_H2.19	35303	35325	23	34872	35502	35314	630	0.2984126984126984
000099F_DK2_H2	-	000099F_DK2_H2.19	35446	35470	25	34872	35502	35458	630	0.06984126984126984
000099F_DK2_H2	+	000099F_DK2_H2.20	35614	35639	26	36699	35504	35626.5	1195	0.10251046025104603
000099F_DK2_H2	+	000099F_DK2_H2.20	35816	35842	27	36699	35504	35829	1195	0.2719665271966527
000099F_DK2_H2	+	000099F_DK2_H2.20	35953	35986	34	36699	35504	35969.5	1195	0.3895397489539749
000099F_DK2_H2	+	000099F_DK2_H2.20	36244	36271	28	36699	35504	36257.5	1195	0.6305439330543933
000099F_DK2_H2	+	000099F_DK2_H2.20	36395	36433	39	36699	35504	36414	1195	0.7615062761506276
000099F_DK2_H2	+	000099F_DK2_H2.20	36620	36694	75	36699	35504	36657	1195	0.9648535564853556
000099F_DK2_H2	+	000099F_DK2_H2.25	45874	45895	22	47186	45623	45884.5	1563	0.1673064619321817
000099F_DK2_H2	+	000099F_DK2_H2.25	46021	46055	35	47186	45623	46038	1563	0.2655150351887396
000099F_DK2_H2	+	000099F_DK2_H2.26	47286	47314	29	47477	47208	47300	269	0.3420074349442379
000099F_DK2_H2	+	000099F_DK2_H2.30	48636	48689	54	48923	48583	48662.5	340	0.2338235294117647
000099F_DK2_H2	+	000099F_DK2_H2.36	57447	57470	24	58111	57343	57458.5	768	0.150390625
000099F_DK2_H2	+	000099F_DK2_H2.36	57955	57976	22	58111	57343	57965.5	768	0.810546875
000099F_DK2_H2	+	000099F_DK2_H2.49	72454	72477	24	73784	72224	72465.5	1560	0.1548076923076923
000099F_DK2_H2	+	000099F_DK2_H2.49	72603	72627	25	73784	72224	72615	1560	0.25064102564102564
000099F_DK2_H2	+	000099F_DK2_H2.50	74442	74466	25	74924	73985	74454	939	0.4994675186368477
000099F_DK2_H2	-	000099F_DK2_H2.56	83148	83182	35	82845	83623	83165	778	0.5886889460154242
000099F_DK2_H2	-	000099F_DK2_H2.56	83277	83304	28	82845	83623	83290.5	778	0.4273778920308483
000099F_DK2_H2	-	000099F_DK2_H2.56	83574	83599	26	82845	83623	83586.5	778	0.04691516709511568
000099F_DK2_H2	+	000099F_DK2_H2.60	89025	89050	26	89412	88212	89037.5	1200	0.6879166666666666
000099F_DK2_H2	-	000099F_DK2_H2.67	96448	96469	22	96344	97163	96458.5	819	0.8601953601953602
000099F_DK2_H2	-	000099F_DK2_H2.67	96725	96750	26	96344	97163	96737.5	819	0.5195360195360196
000099F_DK2_H2	-	000099F_DK2_H2.67	96867	96891	25	96344	97163	96879	819	0.34676434676434675
000099F_DK2_H2	+	000099F_DK2_H2.70	104884	104907	24	106386	104721	104895.5	1665	0.10480480480480481
000099F_DK2_H2	+	000099F_DK2_H2.70	105548	105573	26	106386	104721	105560.5	1665	0.5042042042042042
000100F_DK2_H1	+	000100F_DK2_H1.1	1665	1687	23	1905	1620	1676	285	0.19649122807017544
000100F_DK2_H1	-	000100F_DK2_H1.5	4205	4229	25	3824	8820	4217	4996	0.9213370696557246
000100F_DK2_H1	-	000100F_DK2_H1.5	4392	4414	23	3824	8820	4403	4996	0.8841072858286629
000100F_DK2_H1	-	000100F_DK2_H1.5	4691	4716	26	3824	8820	4703.5	4996	0.8239591673338671
000100F_DK2_H1	-	000100F_DK2_H1.5	6814	6888	75	3824	8820	6851	4996	0.39411529223378705
000100F_DK2_H1	-	000100F_DK2_H1.5	7750	7773	24	3824	8820	7761.5	4996	0.2118694955964772
000100F_DK2_H1	-	000100F_DK2_H1.5	7778	7853	76	3824	8820	7815.5	4996	0.20106084867894317
000100F_DK2_H1	-	000100F_DK2_H1.6	9365	9400	36	9134	15604	9382.5	6470	0.9615919629057187
000100F_DK2_H1	-	000100F_DK2_H1.6	15353	15377	25	9134	15604	15365	6470	0.03693972179289026
000100F_DK2_H1	+	000100F_DK2_H1.14	22671	22706	36	23416	22289	22688.5	1127	0.3544809228039042
000100F_DK2_H1	+	000100F_DK2_H1.14	23169	23189	21	23416	22289	23179	1127	0.7897071872227152
000100F_DK2_H1	+	000100F_DK2_H1.14	23321	23342	22	23416	22289	23331.5	1127	0.9250221827861579
000100F_DK2_H1	-	000100F_DK2_H1.15	23780	23819	40	23466	25213	23799.5	1747	0.8091013165426445
000100F_DK2_H1	-	000100F_DK2_H1.15	24574	24608	35	23466	25213	24591	1747	0.35603892386949054
000100F_DK2_H1	-	000100F_DK2_H1.15	24672	24705	34	23466	25213	24688.5	1747	0.3002289639381797
000100F_DK2_H1	-	000100F_DK2_H1.15	24958	24980	23	23466	25213	24969	1747	0.13966800228963938
000100F_DK2_H1	+	000100F_DK2_H1.31	45216	45238	23	46808	44106	45227	2702	0.4148778682457439
000100F_DK2_H1	+	000100F_DK2_H1.31	46693	46715	23	46808	44106	46704	2702	0.9615099925980755
000100F_DK2_H1	+	000100F_DK2_H1.33	49158	49181	24	53082	49039	49169.5	4043	0.03227801137768983
000100F_DK2_H1	+	000100F_DK2_H1.33	50452	50476	25	53082	49039	50464	4043	0.35246104377937176
000100F_DK2_H1	+	000100F_DK2_H1.33	51953	51978	26	53082	49039	51965.5	4043	0.7238436804353203
000100F_DK2_H1	+	000100F_DK2_H1.35	55095	55116	22	55710	54904	55105.5	806	0.25
000100F_DK2_H1	+	000100F_DK2_H1.35	55258	55280	23	55710	54904	55269	806	0.45285359801488834
