chr,strand,GeneID,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IncLevelDifference,FDR,timepoints,A3SS_ID,longExonStart_1base,shortES_1base,short_exon_id,long_exon_id,A3SS_position,canonical_exon,A3SS_exon,A3_exon_start,A3_exon_end,can_exon_start,can_exon_end,distance_canSS_ASS,frameshift,three_prime_end,five_prime_end,A3SS_site,relative_distance_A3SS_to_5_end,can_intron_start,can_intron_end,intron_id_start,intron_id_end
000044F_DK2_H2,+,000044F_DK2_H2.33,73253,73511,73257,73511,73049,73230,0.246,3.2614688785333e-4,PM2,000044F_DK2_H2.3373253735117325773511,73254,73258,000044F_DK2_H2_73258_73511,000044F_DK2_H2_73254_73511,exon,000044F_DK2_H2_73254_73511,000044F_DK2_H2_73258_73511,73258,73511,73254,73511,4,3n+1,74454,73050,73258,0.14814814814814814,73231,NA,000044F_DK2_H2_73231,000044F_DK2_H2_NA
000003F_DK2_H2,-,000003F_DK2_H2.95,152318,152490,152318,152486,152512,153484,0.153,0.02575013519534597,PM2,000003F_DK2_H2.95152318152490152318152486,152319,152319,000003F_DK2_H2_152319_152486,000003F_DK2_H2_152319_152490,exon,000003F_DK2_H2_152319_152490,000003F_DK2_H2_152319_152486,152319,152486,152319,152490,4,3n+1,151637,153583,152486,0.5637204522096608,NA,152512,000003F_DK2_H2_NA,000003F_DK2_H2_152512
000031F_DK2_H2,-,000031F_DK2_H2.58,72163,72541,72163,72534,72560,73153,0.177,0.00729919136218396,PM2,000031F_DK2_H2.5872163725417216372534,72164,72164,000031F_DK2_H2_72164_72534,000031F_DK2_H2_72164_72541,exon,000031F_DK2_H2_72164_72541,000031F_DK2_H2_72164_72534,72164,72534,72164,72541,7,3n+1,70587,73522,72534,0.3366269165247019,NA,72560,000031F_DK2_H2_NA,000031F_DK2_H2_72560
000101F_DK2_H1,+,000101F_DK2_H1.23,33568,33691,33570,33691,33323,33546,-0.136,0.04262305002280416,PM2,000101F_DK2_H1.2333568336913357033691,33569,33571,000101F_DK2_H1_33571_33691,000101F_DK2_H1_33569_33691,exon,000101F_DK2_H1_33569_33691,000101F_DK2_H1_33571_33691,33571,33691,33569,33691,2,3n+1,33691,32955,33571,0.8369565217391305,33547,NA,000101F_DK2_H1_33547,000101F_DK2_H1_NA
000049F_DK2_H1,-,000049F_DK2_H1.5,6661,6797,6661,6790,6817,7057,-0.109,0.04673662489879245,PM2,000049F_DK2_H1.56661679766616790,6662,6662,000049F_DK2_H1_6662_6790,000049F_DK2_H1_6662_6797,exon,000049F_DK2_H1_6662_6797,000049F_DK2_H1_6662_6790,6662,6790,6662,6797,7,3n+1,5928,7057,6790,0.23649247121346323,NA,6817,000049F_DK2_H1_NA,000049F_DK2_H1_6817
000134F_DK2_H1,-,000134F_DK2_H1.13,13525,13734,13525,13727,13756,13958,0.256,5.018461989677e-4,PM2,000134F_DK2_H1.1313525137341352513727,13526,13526,000134F_DK2_H1_13526_13727,000134F_DK2_H1_13526_13734,exon,000134F_DK2_H1_13526_13734,000134F_DK2_H1_13526_13727,13526,13727,13526,13734,7,3n+1,13178,13958,13727,0.29615384615384616,NA,13756,000134F_DK2_H1_NA,000134F_DK2_H1_13756
000067F_DK2_H2,+,000067F_DK2_H2.13,17562,17727,17566,17727,17359,17542,0.171,0.04557319889555225,PM2,000067F_DK2_H2.1317562177271756617727,17563,17567,000067F_DK2_H2_17567_17727,000067F_DK2_H2_17563_17727,exon,000067F_DK2_H2_17563_17727,000067F_DK2_H2_17567_17727,17567,17727,17563,17727,4,3n+1,18697,17218,17567,0.23597025016903314,17543,NA,000067F_DK2_H2_17543,000067F_DK2_H2_NA
000068F_DK2_H1,+,000068F_DK2_H1.107,156756,156914,156758,156914,156511,156732,0.104,0.01249013724008297,PM2,000068F_DK2_H1.107156756156914156758156914,156757,156759,000068F_DK2_H1_156759_156914,000068F_DK2_H1_156757_156914,intron,000068F_DK2_H1_156759_156914,000068F_DK2_H1_156757_156914,156757,156914,156759,156914,2,3n+1,157461,156512,156757,0.2581664910432034,156733,NA,000068F_DK2_H1_156733,000068F_DK2_H1_NA
000196F_DK2_H2,+,000196F_DK2_H2.23,38462,38668,38473,38668,38300,38442,-0.208,0.04470171848654247,PM2,000196F_DK2_H2.2338462386683847338668,38463,38474,000196F_DK2_H2_38474_38668,000196F_DK2_H2_38463_38668,exon,000196F_DK2_H2_38463_38668,000196F_DK2_H2_38474_38668,38474,38668,38463,38668,11,3n+1,39712,38301,38474,0.12260807937632884,38443,NA,000196F_DK2_H2_38443,000196F_DK2_H2_NA
000291F_DK2_H2,+,000291F_DK2_H2.15,24656,24790,24667,24790,24517,24632,-0.131,0.0455435258258769,PM2,000291F_DK2_H2.1524656247902466724790,24657,24668,000291F_DK2_H2_24668_24790,000291F_DK2_H2_24657_24790,intron,000291F_DK2_H2_24668_24790,000291F_DK2_H2_24657_24790,24657,24790,24668,24790,11,3n+1,24790,24518,24657,0.5110294117647058,24633,NA,000291F_DK2_H2_24633,000291F_DK2_H2_NA
000193F_DK2_H2,-,000193F_DK2_H2.31,44157,44288,44157,44281,44309,44415,-0.149,8.52143506156215e-5,PM2,000193F_DK2_H2.3144157442884415744281,44158,44158,000193F_DK2_H2_44158_44281,000193F_DK2_H2_44158_44288,exon,000193F_DK2_H2_44158_44288,000193F_DK2_H2_44158_44281,44158,44281,44158,44288,7,3n+1,42372,44415,44281,0.06558981889378365,NA,44309,000193F_DK2_H2_NA,000193F_DK2_H2_44309
000085F_DK2_H1,-,000085F_DK2_H1.59,92495,92635,92495,92627,92657,92801,0.105,0.03928260744234447,PM2,000085F_DK2_H1.5992495926359249592627,92496,92496,000085F_DK2_H1_92496_92627,000085F_DK2_H1_92496_92635,exon,000085F_DK2_H1_92496_92635,000085F_DK2_H1_92496_92627,92496,92627,92496,92635,8,3n+1,91939,92934,92627,0.3085427135678392,NA,92657,000085F_DK2_H1_NA,000085F_DK2_H1_92657
000062F_DK2_H1,+,000062F_DK2_H1.33,55644,55934,55648,55934,55447,55620,0.109,0.01887824160601657,PM2,000062F_DK2_H1.3355644559345564855934,55645,55649,000062F_DK2_H1_55649_55934,000062F_DK2_H1_55645_55934,exon,000062F_DK2_H1_55645_55934,000062F_DK2_H1_55649_55934,55649,55934,55645,55934,4,3n+1,57054,54322,55649,0.4857247437774524,55621,NA,000062F_DK2_H1_55621,000062F_DK2_H1_NA
000076F_DK2_H1,+,000076F_DK2_H1.5,5036,5181,5044,5181,4872,5014,-0.106,0.01577235505347779,PM2,000076F_DK2_H1.55036518150445181,5037,5045,000076F_DK2_H1_5045_5181,000076F_DK2_H1_5037_5181,exon,000076F_DK2_H1_5037_5181,000076F_DK2_H1_5045_5181,5045,5181,5037,5181,8,3n+1,5381,4873,5045,0.33858267716535434,5015,NA,000076F_DK2_H1_5015,000076F_DK2_H1_NA
000076F_DK2_H1,+,000076F_DK2_H1.5,5203,5381,5208,5381,5036,5181,0.155,0.03106103443490775,PM2,000076F_DK2_H1.55203538152085381,5204,5209,000076F_DK2_H1_5209_5381,000076F_DK2_H1_5204_5381,exon,000076F_DK2_H1_5204_5381,000076F_DK2_H1_5209_5381,5209,5381,5204,5381,5,3n+1,5381,4873,5209,0.6614173228346457,5182,NA,000076F_DK2_H1_5182,000076F_DK2_H1_NA
000074F_DK2_H1,+,000074F_DK2_H1.26,26450,26578,26452,26578,26222,26427,-0.194,0.03326223797488262,PM2,000074F_DK2_H1.2626450265782645226578,26451,26453,000074F_DK2_H1_26453_26578,000074F_DK2_H1_26451_26578,intron,000074F_DK2_H1_26453_26578,000074F_DK2_H1_26451_26578,26451,26578,26453,26578,2,3n+1,27234,26223,26451,0.22551928783382788,26428,NA,000074F_DK2_H1_26428,000074F_DK2_H1_NA
000157F_DK2_H1,-,000157F_DK2_H1.28,44458,44898,44458,44895,44929,45044,0.289,5.6175843976595e-9,PM2,000157F_DK2_H1.2844458448984445844895,44459,44459,000157F_DK2_H1_44459_44895,000157F_DK2_H1_44459_44898,exon,000157F_DK2_H1_44459_44898,000157F_DK2_H1_44459_44895,44459,44895,44459,44898,3,3n,44331,45044,44895,0.20897615708274894,NA,44929,000157F_DK2_H1_NA,000157F_DK2_H1_44929
000157F_DK2_H1,-,000157F_DK2_H1.28,44458,44902,44458,44895,44929,45044,0.246,1.9556636310382172e-9,PM2,000157F_DK2_H1.2844458449024445844895,44459,44459,000157F_DK2_H1_44459_44895,000157F_DK2_H1_44459_44902,exon,000157F_DK2_H1_44459_44902,000157F_DK2_H1_44459_44895,44459,44895,44459,44902,7,3n+1,44331,45044,44895,0.20897615708274894,NA,44929,000157F_DK2_H1_NA,000157F_DK2_H1_44929
000466F_DK2_H2,+,000466F_DK2_H2.4,7626,7804,7633,7804,7546,7604,0.215,0.00399368398991337,PM5,000466F_DK2_H2.47626780476337804,7627,7634,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,intron,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,7627,7804,7634,7804,7,3n+1,8778,4329,7627,0.7412901775679928,7605,NA,000466F_DK2_H2_7605,000466F_DK2_H2_NA
000460F_DK2_H2,-,000460F_DK2_H2.3,4951,5134,4951,5132,5156,5348,-0.133,0.01810570135011611,PM5,000460F_DK2_H2.34951513449515132,4952,4952,000460F_DK2_H2_4952_5132,000460F_DK2_H2_4952_5134,exon,000460F_DK2_H2_4952_5134,000460F_DK2_H2_4952_5132,4952,5132,4952,5134,2,3n+1,4952,6389,5132,0.8747390396659708,NA,5156,000460F_DK2_H2_NA,000460F_DK2_H2_5156
000205F_DK2_H2,+,000205F_DK2_H2.18,35849,36271,35856,36271,35631,35824,0.158,0.04666004688934205,PM5,000205F_DK2_H2.1835849362713585636271,35850,35857,000205F_DK2_H2_35857_36271,000205F_DK2_H2_35850_36271,intron,000205F_DK2_H2_35857_36271,000205F_DK2_H2_35850_36271,35850,36271,35857,36271,7,3n+1,36482,35632,35850,0.2564705882352941,35825,NA,000205F_DK2_H2_35825,000205F_DK2_H2_NA
000155F_DK2_H1,-,000155F_DK2_H1.12,20226,20441,20226,20428,20461,20576,0.132,0.02486814186060167,PM5,000155F_DK2_H1.1220226204412022620428,20227,20227,000155F_DK2_H1_20227_20428,000155F_DK2_H1_20227_20441,exon,000155F_DK2_H1_20227_20441,000155F_DK2_H1_20227_20428,20227,20428,20227,20441,13,3n+1,20015,20701,20428,0.3979591836734694,NA,20461,000155F_DK2_H1_NA,000155F_DK2_H1_20461
000155F_DK2_H1,-,000155F_DK2_H1.12,20461,20576,20461,20554,20596,20701,0.209,0.02367152981755328,PM5,000155F_DK2_H1.1220461205762046120554,20462,20462,000155F_DK2_H1_20462_20554,000155F_DK2_H1_20462_20576,exon,000155F_DK2_H1_20462_20576,000155F_DK2_H1_20462_20554,20462,20554,20462,20576,22,3n+1,20015,20701,20554,0.21428571428571427,NA,20596,000155F_DK2_H1_NA,000155F_DK2_H1_20596
000107F_DK2_H1,+,000107F_DK2_H1.29,59185,59273,59186,59273,58986,59163,-0.15,0.0026403028785904,PM5,000107F_DK2_H1.2959185592735918659273,59186,59187,000107F_DK2_H1_59187_59273,000107F_DK2_H1_59186_59273,exon,000107F_DK2_H1_59186_59273,000107F_DK2_H1_59187_59273,59187,59273,59186,59273,1,3n+1,59844,58987,59187,0.23337222870478413,59164,NA,000107F_DK2_H1_59164,000107F_DK2_H1_NA
000037F_DK2_H1,+,000037F_DK2_H1.78,118177,118458,118182,118458,117953,118157,0.143,0.04124101863698135,PM5,000037F_DK2_H1.78118177118458118182118458,118178,118183,000037F_DK2_H1_118183_118458,000037F_DK2_H1_118178_118458,exon,000037F_DK2_H1_118178_118458,000037F_DK2_H1_118183_118458,118183,118458,118178,118458,5,3n+1,118724,116270,118183,0.7795436022819886,118158,NA,000037F_DK2_H1_118158,000037F_DK2_H1_NA
000090F_DK2_H1,+,000090F_DK2_H1.13,32071,32555,32078,32555,31884,32047,0.123,0.00186561088960523,PM5,000090F_DK2_H1.1332071325553207832555,32072,32079,000090F_DK2_H1_32079_32555,000090F_DK2_H1_32072_32555,intron,000090F_DK2_H1_32079_32555,000090F_DK2_H1_32072_32555,32072,32555,32079,32555,7,3n+1,32978,31560,32072,0.3610719322990127,32048,NA,000090F_DK2_H1_32048,000090F_DK2_H1_NA
000013F_DK2_H2,+,000013F_DK2_H2.45,63565,63676,63583,63676,63408,63542,0.1,0.01813344128765496,PM5,000013F_DK2_H2.4563565636766358363676,63566,63584,000013F_DK2_H2_63584_63676,000013F_DK2_H2_63566_63676,exon,000013F_DK2_H2_63566_63676,000013F_DK2_H2_63584_63676,63584,63676,63566,63676,18,3n,64252,63116,63584,0.4119718309859155,63543,NA,000013F_DK2_H2_63543,000013F_DK2_H2_NA
000009F_DK2_H1,+,000009F_DK2_H1.66,115189,115320,115193,115320,114721,115168,-0.147,0.01057074816180518,PM5,000009F_DK2_H1.66115189115320115193115320,115190,115194,000009F_DK2_H1_115194_115320,000009F_DK2_H1_115190_115320,exon,000009F_DK2_H1_115190_115320,000009F_DK2_H1_115194_115320,115194,115320,115190,115320,4,3n+1,116551,114123,115194,0.4411037891268534,115169,NA,000009F_DK2_H1_115169,000009F_DK2_H1_NA
000057F_DK2_H2,-,000057F_DK2_H2.17,29614,29729,29614,29725,29752,29904,0.135,0.04404241731582752,PM5,000057F_DK2_H2.1729614297292961429725,29615,29615,000057F_DK2_H2_29615_29725,000057F_DK2_H2_29615_29729,intron,000057F_DK2_H2_29615_29725,000057F_DK2_H2_29615_29729,29615,29729,29615,29725,4,3n+1,29032,29904,29729,0.2006880733944954,NA,29752,000057F_DK2_H2_NA,000057F_DK2_H2_29752
000167F_DK2_H2,-,000167F_DK2_H2.6,11975,12225,11975,12221,12245,12378,-0.139,0.00776099644699222,PM5,000167F_DK2_H2.611975122251197512221,11976,11976,000167F_DK2_H2_11976_12221,000167F_DK2_H2_11976_12225,exon,000167F_DK2_H2_11976_12225,000167F_DK2_H2_11976_12221,11976,12221,11976,12225,4,3n+1,11210,12378,12221,0.1344178082191781,NA,12245,000167F_DK2_H2_NA,000167F_DK2_H2_12245
000013F_DK2_H1,-,000013F_DK2_H1.36,42014,42351,42014,42337,42371,42881,0.124,0.01234828841591297,PM5,000013F_DK2_H1.3642014423514201442337,42015,42015,000013F_DK2_H1_42015_42337,000013F_DK2_H1_42015_42351,exon,000013F_DK2_H1_42015_42351,000013F_DK2_H1_42015_42337,42015,42337,42015,42351,14,3n+1,41748,42881,42337,0.4801412180052957,NA,42371,000013F_DK2_H1_NA,000013F_DK2_H1_42371
000018F_DK2_H2,-,000018F_DK2_H2.17,24990,25218,24990,25216,25239,25376,-0.283,8.8011467293058e-4,PM5,000018F_DK2_H2.1724990252182499025216,24991,24991,000018F_DK2_H2_24991_25216,000018F_DK2_H2_24991_25218,intron,000018F_DK2_H2_24991_25216,000018F_DK2_H2_24991_25218,24991,25218,24991,25216,2,3n+1,24160,25568,25218,0.24857954545454544,NA,25239,000018F_DK2_H2_NA,000018F_DK2_H2_25239
000018F_DK2_H2,+,000018F_DK2_H2.11,13339,13511,13346,13511,13231,13319,-0.205,0.00269969297205758,PM5,000018F_DK2_H2.1113339135111334613511,13340,13347,000018F_DK2_H2_13347_13511,000018F_DK2_H2_13340_13511,exon,000018F_DK2_H2_13340_13511,000018F_DK2_H2_13347_13511,13347,13511,13340,13511,7,3n+1,14774,12715,13347,0.30694511898980087,13320,NA,000018F_DK2_H2_13320,000018F_DK2_H2_NA
000059F_DK2_H1,+,000059F_DK2_H1.31,50487,50638,50494,50638,50202,50466,0.124,0.00198040872817318,PM5,000059F_DK2_H1.3150487506385049450638,50488,50495,000059F_DK2_H1_50495_50638,000059F_DK2_H1_50488_50638,exon,000059F_DK2_H1_50488_50638,000059F_DK2_H1_50495_50638,50495,50638,50488,50638,7,3n+1,50638,49960,50495,0.7890855457227138,50467,NA,000059F_DK2_H1_50467,000059F_DK2_H1_NA
000091F_DK2_H1,+,000091F_DK2_H1.27,32585,33018,32592,33018,32328,32565,0.14,0.0162974967751669,PM5,000091F_DK2_H1.2732585330183259233018,32586,32593,000091F_DK2_H1_32593_33018,000091F_DK2_H1_32586_33018,exon,000091F_DK2_H1_32586_33018,000091F_DK2_H1_32593_33018,32593,33018,32586,33018,7,3n+1,33457,32329,32593,0.23404255319148937,32566,NA,000091F_DK2_H1_32566,000091F_DK2_H1_NA
000102F_DK2_H1,+,000102F_DK2_H1.37,52987,53071,53011,53071,52724,52965,0.236,0.04345232038331872,PM5,000102F_DK2_H1.3752987530715301153071,52988,53012,000102F_DK2_H1_53012_53071,000102F_DK2_H1_52988_53071,intron,000102F_DK2_H1_53012_53071,000102F_DK2_H1_52988_53071,52988,53071,53012,53071,24,3n,54969,52636,52988,0.1508786969567081,52966,NA,000102F_DK2_H1_52966,000102F_DK2_H1_NA
000246F_DK2_H2,-,000246F_DK2_H2.5,7395,7484,7395,7482,7506,7651,0.119,0.01527560922008826,PM5,000246F_DK2_H2.57395748473957482,7396,7396,000246F_DK2_H2_7396_7482,000246F_DK2_H2_7396_7484,intron,000246F_DK2_H2_7396_7482,000246F_DK2_H2_7396_7484,7396,7484,7396,7482,2,3n+1,5120,7651,7484,0.06598182536546819,NA,7506,000246F_DK2_H2_NA,000246F_DK2_H2_7506
000019F_DK2_H2,-,000019F_DK2_H2.90,139426,139478,139426,139471,139500,139522,0.221,0.00713106899634053,PM5,000019F_DK2_H2.90139426139478139426139471,139427,139427,000019F_DK2_H2_139427_139471,000019F_DK2_H2_139427_139478,exon,000019F_DK2_H2_139427_139478,000019F_DK2_H2_139427_139471,139427,139471,139427,139478,7,3n+1,138638,139522,139471,0.057692307692307696,NA,139500,000019F_DK2_H2_NA,000019F_DK2_H2_139500
000024F_DK2_H2,-,000024F_DK2_H2.41,67119,67388,67119,67380,67408,67561,0.133,0.00271037689825637,PM5,000024F_DK2_H2.4167119673886711967380,67120,67120,000024F_DK2_H2_67120_67380,000024F_DK2_H2_67120_67388,exon,000024F_DK2_H2_67120_67388,000024F_DK2_H2_67120_67380,67120,67380,67120,67388,8,3n+1,66814,68291,67380,0.6167907921462423,NA,67408,000024F_DK2_H2_NA,000024F_DK2_H2_67408
000212F_DK2_H1,+,000212F_DK2_H1.13,20717,20880,20724,20880,20573,20692,-0.431,0.00306715854322402,PM5,000212F_DK2_H1.1320717208802072420880,20718,20725,000212F_DK2_H1_20725_20880,000212F_DK2_H1_20718_20880,exon,000212F_DK2_H1_20718_20880,000212F_DK2_H1_20725_20880,20725,20880,20718,20880,7,3n+1,21410,20574,20725,0.180622009569378,20693,NA,000212F_DK2_H1_20693,000212F_DK2_H1_NA
000073F_DK2_H1,+,000073F_DK2_H1.24,49671,49846,49675,49846,49010,49649,-0.126,0.00171282802106674,PM5,000073F_DK2_H1.2449671498464967549846,49672,49676,000073F_DK2_H1_49676_49846,000073F_DK2_H1_49672_49846,exon,000073F_DK2_H1_49672_49846,000073F_DK2_H1_49676_49846,49676,49846,49672,49846,4,3n+1,50226,42290,49676,0.930695564516129,49650,NA,000073F_DK2_H1_49650,000073F_DK2_H1_NA
000064F_DK2_H2,+,000064F_DK2_H2.32,79156,79469,79167,79469,78883,79136,0.1,0.01350077758804247,PM5,000064F_DK2_H2.3279156794697916779469,79157,79168,000064F_DK2_H2_79168_79469,000064F_DK2_H2_79157_79469,exon,000064F_DK2_H2_79157_79469,000064F_DK2_H2_79168_79469,79168,79469,79157,79469,11,3n+1,79520,78270,79168,0.7184,79137,NA,000064F_DK2_H2_79137,000064F_DK2_H2_NA
000064F_DK2_H2,-,000064F_DK2_H2.41,91269,91512,91269,91507,91535,91650,0.244,0.00144187280754738,PM5,000064F_DK2_H2.4191269915129126991507,91270,91270,000064F_DK2_H2_91270_91507,000064F_DK2_H2_91270_91512,intron,000064F_DK2_H2_91270_91507,000064F_DK2_H2_91270_91512,91270,91512,91270,91507,5,3n+1,90469,91954,91512,0.29764309764309765,NA,91535,000064F_DK2_H2_NA,000064F_DK2_H2_91535
000067F_DK2_H2,+,000067F_DK2_H2.13,17562,17727,17566,17727,17359,17542,0.22,0.00923720827550479,PM5,000067F_DK2_H2.1317562177271756617727,17563,17567,000067F_DK2_H2_17567_17727,000067F_DK2_H2_17563_17727,exon,000067F_DK2_H2_17563_17727,000067F_DK2_H2_17567_17727,17567,17727,17563,17727,4,3n+1,18697,17218,17567,0.23597025016903314,17543,NA,000067F_DK2_H2_17543,000067F_DK2_H2_NA
000182F_DK2_H2,+,000182F_DK2_H2.29,38387,38537,38392,38537,37873,38366,-0.184,0.0044243184396907,PM5,000182F_DK2_H2.2938387385373839238537,38388,38393,000182F_DK2_H2_38393_38537,000182F_DK2_H2_38388_38537,exon,000182F_DK2_H2_38388_38537,000182F_DK2_H2_38393_38537,38393,38537,38388,38537,5,3n+1,38686,37802,38393,0.668552036199095,38367,NA,000182F_DK2_H2_38367,000182F_DK2_H2_NA
000123F_DK2_H1,+,000123F_DK2_H1.10,15566,15825,15571,15825,15252,15543,0.108,0.0057392032485923,PM5,000123F_DK2_H1.1015566158251557115825,15567,15572,000123F_DK2_H1_15572_15825,000123F_DK2_H1_15567_15825,exon,000123F_DK2_H1_15567_15825,000123F_DK2_H1_15572_15825,15572,15825,15567,15825,5,3n+1,16443,15049,15572,0.3751793400286944,15544,NA,000123F_DK2_H1_15544,000123F_DK2_H1_NA
000088F_DK2_H1,-,000088F_DK2_H1.58,70576,70954,70576,70950,70979,71148,-0.141,0.00100780896635432,PM5,000088F_DK2_H1.5870576709547057670950,70577,70577,000088F_DK2_H1_70577_70950,000088F_DK2_H1_70577_70954,exon,000088F_DK2_H1_70577_70954,000088F_DK2_H1_70577_70950,70577,70950,70577,70954,4,3n+1,69370,71148,70950,0.11136107986501688,NA,70979,000088F_DK2_H1_NA,000088F_DK2_H1_70979
000076F_DK2_H1,+,000076F_DK2_H1.60,82885,83361,82889,83361,82728,82860,-0.144,0.03835933329947502,PM5,000076F_DK2_H1.6082885833618288983361,82886,82890,000076F_DK2_H1_82890_83361,000076F_DK2_H1_82886_83361,exon,000076F_DK2_H1_82886_83361,000076F_DK2_H1_82890_83361,82890,83361,82886,83361,4,3n+1,83747,82546,82890,0.28642797668609493,82861,NA,000076F_DK2_H1_82861,000076F_DK2_H1_NA
000085F_DK2_H2,-,000085F_DK2_H2.24,35721,35881,35721,35875,35903,36018,0.175,0.00180080342686352,PM5,000085F_DK2_H2.2435721358813572135875,35722,35722,000085F_DK2_H2_35722_35875,000085F_DK2_H2_35722_35881,exon,000085F_DK2_H2_35722_35881,000085F_DK2_H2_35722_35875,35722,35875,35722,35881,6,3n,35525,36577,35875,0.6673003802281369,NA,35903,000085F_DK2_H2_NA,000085F_DK2_H2_35903
000024F_DK2_H2,+,000024F_DK2_H2.36,61788,62094,61798,62094,61586,61765,0.202,0.04745316968874896,PM5,000024F_DK2_H2.3661788620946179862094,61789,61799,000024F_DK2_H2_61799_62094,000024F_DK2_H2_61789_62094,intron,000024F_DK2_H2_61799_62094,000024F_DK2_H2_61789_62094,61789,62094,61799,62094,10,3n+1,62286,61587,61789,0.28898426323319026,61766,NA,000024F_DK2_H2_61766,000024F_DK2_H2_NA
000092F_DK2_H2,-,000092F_DK2_H2.6,7951,8092,7951,8090,8128,8624,0.198,0.00508091338946047,PM5,000092F_DK2_H2.67951809279518090,7952,7952,000092F_DK2_H2_7952_8090,000092F_DK2_H2_7952_8092,exon,000092F_DK2_H2_7952_8092,000092F_DK2_H2_7952_8090,7952,8090,7952,8092,2,3n+1,7492,8695,8090,0.5029093931837074,NA,8128,000092F_DK2_H2_NA,000092F_DK2_H2_8128
000093F_DK2_H1,-,000093F_DK2_H1.28,28633,28819,28633,28815,28841,28923,0.185,0.01232781572877819,PM5,000093F_DK2_H1.2828633288192863328815,28634,28634,000093F_DK2_H1_28634_28815,000093F_DK2_H1_28634_28819,exon,000093F_DK2_H1_28634_28819,000093F_DK2_H1_28634_28815,28634,28815,28634,28819,4,3n+1,28634,29723,28815,0.8337924701561065,NA,28841,000093F_DK2_H1_NA,000093F_DK2_H1_28841
000104F_DK2_H1,-,000104F_DK2_H1.73,87079,87477,87079,87471,87503,87693,0.192,8.382861709670575e-6,PM5,000104F_DK2_H1.7387079874778707987471,87080,87080,000104F_DK2_H1_87080_87471,000104F_DK2_H1_87080_87477,exon,000104F_DK2_H1_87080_87477,000104F_DK2_H1_87080_87471,87080,87471,87080,87477,6,3n,86326,87693,87471,0.1623994147768837,NA,87503,000104F_DK2_H1_NA,000104F_DK2_H1_87503
000108F_DK2_H1,-,000108F_DK2_H1.28,65165,65387,65165,65385,65408,66293,-0.229,0.046553103871791623,PM5,000108F_DK2_H1.2865165653876516565385,65166,65166,000108F_DK2_H1_65166_65385,000108F_DK2_H1_65166_65387,intron,000108F_DK2_H1_65166_65385,000108F_DK2_H1_65166_65387,65166,65387,65166,65385,2,3n+1,65166,69093,65387,0.9437229437229437,NA,65408,000108F_DK2_H1_NA,000108F_DK2_H1_65408
000048F_DK2_H1,-,000048F_DK2_H1.12,18394,18628,18394,18624,18651,18790,0.124,0.01232781572877819,PM5,000048F_DK2_H1.1218394186281839418624,18395,18395,000048F_DK2_H1_18395_18624,000048F_DK2_H1_18395_18628,exon,000048F_DK2_H1_18395_18628,000048F_DK2_H1_18395_18624,18395,18624,18395,18628,4,3n+1,17781,19981,18624,0.6168181818181818,NA,18651,000048F_DK2_H1_NA,000048F_DK2_H1_18651
000362F_DK2_H1,-,000362F_DK2_H1.17,23503,23771,23503,23769,23793,23971,0.128,1.573578253835842e-5,PM5,000362F_DK2_H1.1723503237712350323769,23504,23504,000362F_DK2_H1_23504_23769,000362F_DK2_H1_23504_23771,exon,000362F_DK2_H1_23504_23771,000362F_DK2_H1_23504_23769,23504,23769,23504,23771,2,3n+1,23278,25386,23769,0.7670777988614801,NA,23793,000362F_DK2_H1_NA,000362F_DK2_H1_23793
000145F_DK2_H1,+,000145F_DK2_H1.30,35031,35255,35056,35255,34886,35009,-0.103,0.0036000279667387,PM5,000145F_DK2_H1.3035031352553505635255,35032,35057,000145F_DK2_H1_35057_35255,000145F_DK2_H1_35032_35255,exon,000145F_DK2_H1_35032_35255,000145F_DK2_H1_35057_35255,35057,35255,35032,35255,25,3n+1,35410,34887,35057,0.32504780114722753,35010,NA,000145F_DK2_H1_35010,000145F_DK2_H1_NA
000036F_DK2_H2,-,000036F_DK2_H2.65,111050,111472,111050,111468,111494,111750,0.138,0.01916301467386691,PM5,000036F_DK2_H2.65111050111472111050111468,111051,111051,000036F_DK2_H2_111051_111468,000036F_DK2_H2_111051_111472,exon,000036F_DK2_H2_111051_111472,000036F_DK2_H2_111051_111468,111051,111468,111051,111472,4,3n+1,110283,111750,111468,0.19222903885480572,NA,111494,000036F_DK2_H2_NA,000036F_DK2_H2_111494
000466F_DK2_H2,+,000466F_DK2_H2.4,7626,7804,7633,7804,7546,7604,0.215,0.00322064027501624,PM8,000466F_DK2_H2.47626780476337804,7627,7634,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,intron,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,7627,7804,7634,7804,7,3n+1,8778,4329,7627,0.7412901775679928,7605,NA,000466F_DK2_H2_7605,000466F_DK2_H2_NA
000386F_DK2_H1,+,000386F_DK2_H1.5,6835,6921,6837,6921,6735,6812,-0.13,0.01487555440650894,PM8,000386F_DK2_H1.56835692168376921,6836,6838,000386F_DK2_H1_6838_6921,000386F_DK2_H1_6836_6921,exon,000386F_DK2_H1_6836_6921,000386F_DK2_H1_6838_6921,6838,6921,6836,6921,2,3n+1,9620,3863,6838,0.5167622025360431,6813,NA,000386F_DK2_H1_6813,000386F_DK2_H1_NA
