seqnames,strand,intron_start,intron_end,Gene_ID,A3SS_site,three_prime_end,five_prime_end
000236F_DK2_H2,-,34886,34910,000236F_DK2_H2.16,34886,34175,38508
000236F_DK2_H2,-,37418,37514,000236F_DK2_H2.16,37418,34175,38508
000236F_DK2_H2,-,37733,37757,000236F_DK2_H2.16,37733,34175,38508
000237F_DK2_H1,-,2116,2139,000237F_DK2_H1.2,2116,1357,2288
000237F_DK2_H1,-,3256,3321,000237F_DK2_H1.3,3256,2312,3684
000237F_DK2_H1,-,5439,5459,000237F_DK2_H1.5,5439,4472,9328
000237F_DK2_H1,-,6112,6135,000237F_DK2_H1.5,6112,4472,9328
000237F_DK2_H1,-,6292,6315,000237F_DK2_H1.5,6292,4472,9328
000237F_DK2_H1,-,6782,6805,000237F_DK2_H1.5,6782,4472,9328
000237F_DK2_H1,-,6892,6932,000237F_DK2_H1.5,6892,4472,9328
000237F_DK2_H1,-,7826,7849,000237F_DK2_H1.5,7826,4472,9328
000237F_DK2_H1,-,8517,8540,000237F_DK2_H1.5,8517,4472,9328
000237F_DK2_H1,-,8688,8712,000237F_DK2_H1.5,8688,4472,9328
000237F_DK2_H1,-,9166,9186,000237F_DK2_H1.5,9166,4472,9328
000237F_DK2_H1,-,9514,9538,000237F_DK2_H1.6,9514,9368,12160
000237F_DK2_H1,-,12342,12364,000237F_DK2_H1.7,12342,12177,14993
000237F_DK2_H1,-,16549,16572,000237F_DK2_H1.9,16549,16420,17605
000237F_DK2_H1,-,16737,16764,000237F_DK2_H1.9,16737,16420,17605
000237F_DK2_H1,-,16827,16843,000237F_DK2_H1.9,16827,16420,17605
000237F_DK2_H1,-,16987,17013,000237F_DK2_H1.9,16987,16420,17605
000237F_DK2_H1,-,17172,17205,000237F_DK2_H1.9,17172,16420,17605
000237F_DK2_H1,-,17348,17371,000237F_DK2_H1.9,17348,16420,17605
000237F_DK2_H1,-,17766,17790,000237F_DK2_H1.10,17766,17607,17934
000237F_DK2_H1,-,19612,19636,000237F_DK2_H1.11,19612,18443,19936
000237F_DK2_H1,-,21327,21347,000237F_DK2_H1.13,21327,20496,21493
000237F_DK2_H1,-,24816,24840,000237F_DK2_H1.17,24816,23803,24915
000237F_DK2_H1,-,25369,25390,000237F_DK2_H1.18,25369,25104,25803
000237F_DK2_H1,-,28189,28210,000237F_DK2_H1.21,28189,27474,28730
000237F_DK2_H1,-,28569,28591,000237F_DK2_H1.21,28569,27474,28730
000237F_DK2_H1,-,31106,31130,000237F_DK2_H1.24,31106,30631,34011
000237F_DK2_H1,-,31628,31651,000237F_DK2_H1.24,31628,30631,34011
000237F_DK2_H1,-,32651,32676,000237F_DK2_H1.24,32651,30631,34011
000237F_DK2_H1,-,33106,33133,000237F_DK2_H1.24,33106,30631,34011
000237F_DK2_H1,-,33341,33365,000237F_DK2_H1.24,33341,30631,34011
000237F_DK2_H1,-,33575,33602,000237F_DK2_H1.24,33575,30631,34011
000237F_DK2_H1,-,33809,33832,000237F_DK2_H1.24,33809,30631,34011
000237F_DK2_H1,-,39266,39291,000237F_DK2_H1.26,39266,38927,39369
000237F_DK2_H2,-,15869,15893,000237F_DK2_H2.7,15869,15297,16255
000237F_DK2_H2,-,16093,16115,000237F_DK2_H2.7,16093,15297,16255
000238F_DK2_H1,-,14751,14777,000238F_DK2_H1.6,14751,14136,15744
000238F_DK2_H1,-,15067,15094,000238F_DK2_H1.6,15067,14136,15744
000238F_DK2_H1,-,15636,15660,000238F_DK2_H1.6,15636,14136,15744
000238F_DK2_H1,-,15839,15862,000238F_DK2_H1.7,15839,15767,19024
000238F_DK2_H1,-,15964,15990,000238F_DK2_H1.7,15964,15767,19024
000238F_DK2_H1,-,16859,16880,000238F_DK2_H1.7,16859,15767,19024
000238F_DK2_H1,-,17566,17587,000238F_DK2_H1.7,17566,15767,19024
000238F_DK2_H1,-,24245,24264,000238F_DK2_H1.10,24245,24130,25001
000238F_DK2_H1,-,24481,24502,000238F_DK2_H1.10,24481,24130,25001
000238F_DK2_H1,-,24707,24730,000238F_DK2_H1.10,24707,24130,25001
000238F_DK2_H1,-,29356,29378,000238F_DK2_H1.15,29356,29313,31698
000238F_DK2_H1,-,29703,29726,000238F_DK2_H1.15,29703,29313,31698
000238F_DK2_H1,-,31350,31369,000238F_DK2_H1.15,31350,29313,31698
000238F_DK2_H1,-,31512,31539,000238F_DK2_H1.15,31512,29313,31698
000238F_DK2_H1,-,40768,40794,000238F_DK2_H1.24,40768,40188,42786
000238F_DK2_H1,-,40910,40929,000238F_DK2_H1.24,40910,40188,42786
000238F_DK2_H1,-,41027,41083,000238F_DK2_H1.24,41027,40188,42786
000238F_DK2_H1,-,44947,44971,000238F_DK2_H1.26,44947,44623,45022
000238F_DK2_H2,-,2421,2443,000238F_DK2_H2.2,2421,1940,3058
000238F_DK2_H2,-,2490,2513,000238F_DK2_H2.2,2490,1940,3058
000238F_DK2_H2,-,2777,2807,000238F_DK2_H2.2,2777,1940,3058
000238F_DK2_H2,-,3163,3188,000238F_DK2_H2.3,3163,3065,14124
000238F_DK2_H2,-,3339,3361,000238F_DK2_H2.3,3339,3065,14124
000238F_DK2_H2,-,3494,3516,000238F_DK2_H2.3,3494,3065,14124
000238F_DK2_H2,-,4148,4171,000238F_DK2_H2.3,4148,3065,14124
000238F_DK2_H2,-,4463,4485,000238F_DK2_H2.3,4463,3065,14124
000238F_DK2_H2,-,4685,4706,000238F_DK2_H2.3,4685,3065,14124
000238F_DK2_H2,-,5031,5053,000238F_DK2_H2.3,5031,3065,14124
000238F_DK2_H2,-,5328,5352,000238F_DK2_H2.3,5328,3065,14124
000238F_DK2_H2,-,5621,5643,000238F_DK2_H2.3,5621,3065,14124
000238F_DK2_H2,-,5793,5808,000238F_DK2_H2.3,5793,3065,14124
000238F_DK2_H2,-,5923,5945,000238F_DK2_H2.3,5923,3065,14124
000238F_DK2_H2,-,13853,13888,000238F_DK2_H2.3,13853,3065,14124
000238F_DK2_H2,-,14071,14096,000238F_DK2_H2.3,14071,3065,14124
000238F_DK2_H2,-,27296,27323,000238F_DK2_H2.11,27296,27189,28917
000238F_DK2_H2,-,28651,28673,000238F_DK2_H2.11,28651,27189,28917
000238F_DK2_H2,-,28851,28872,000238F_DK2_H2.11,28851,27189,28917
000238F_DK2_H2,-,35229,35253,000238F_DK2_H2.20,35229,35098,37045
000238F_DK2_H2,-,35398,35425,000238F_DK2_H2.20,35398,35098,37045
000238F_DK2_H2,-,35917,35941,000238F_DK2_H2.20,35917,35098,37045
000238F_DK2_H2,-,36150,36174,000238F_DK2_H2.20,36150,35098,37045
000238F_DK2_H2,-,36394,36416,000238F_DK2_H2.20,36394,35098,37045
000238F_DK2_H2,-,36669,36697,000238F_DK2_H2.20,36669,35098,37045
000238F_DK2_H2,-,36847,36877,000238F_DK2_H2.20,36847,35098,37045
000238F_DK2_H2,-,45278,45307,000238F_DK2_H2.26,45278,45193,46137
000238F_DK2_H2,-,45570,45589,000238F_DK2_H2.26,45570,45193,46137
000238F_DK2_H2,-,45719,45744,000238F_DK2_H2.26,45719,45193,46137
000238F_DK2_H2,-,45866,45892,000238F_DK2_H2.26,45866,45193,46137
000238F_DK2_H2,-,48253,48280,000238F_DK2_H2.28,48253,48139,48872
000238F_DK2_H2,-,48579,48604,000238F_DK2_H2.28,48579,48139,48872
000238F_DK2_H2,-,48701,48725,000238F_DK2_H2.28,48701,48139,48872
000238F_DK2_H2,-,49120,49141,000238F_DK2_H2.29,49120,48929,50330
000238F_DK2_H2,-,49383,49414,000238F_DK2_H2.29,49383,48929,50330
000238F_DK2_H2,-,49642,49664,000238F_DK2_H2.29,49642,48929,50330
000238F_DK2_H2,-,49747,49775,000238F_DK2_H2.29,49747,48929,50330
000238F_DK2_H2,-,49887,49911,000238F_DK2_H2.29,49887,48929,50330
000239F_DK2_H1,-,2796,2822,000239F_DK2_H1.2,2796,2533,3713
000239F_DK2_H1,-,3139,3162,000239F_DK2_H1.2,3139,2533,3713
000239F_DK2_H1,-,3415,3446,000239F_DK2_H1.2,3415,2533,3713
000239F_DK2_H1,-,21035,21058,000239F_DK2_H1.6,21035,20905,22070
000239F_DK2_H1,-,24026,24057,000239F_DK2_H1.8,24026,23902,26680
000239F_DK2_H1,-,24623,24647,000239F_DK2_H1.8,24623,23902,26680
000239F_DK2_H1,-,25199,25225,000239F_DK2_H1.8,25199,23902,26680
000239F_DK2_H1,-,25993,26014,000239F_DK2_H1.8,25993,23902,26680
000239F_DK2_H1,-,31828,31852,000239F_DK2_H1.11,31828,31745,32814
000239F_DK2_H1,-,32306,32337,000239F_DK2_H1.11,32306,31745,32814
000239F_DK2_H1,-,32489,32520,000239F_DK2_H1.11,32489,31745,32814
000239F_DK2_H1,-,32635,32659,000239F_DK2_H1.11,32635,31745,32814
000239F_DK2_H1,-,36837,36857,000239F_DK2_H1.14,36837,36488,38293
000239F_DK2_H1,-,37805,37826,000239F_DK2_H1.14,37805,36488,38293
000239F_DK2_H1,-,37996,38020,000239F_DK2_H1.14,37996,36488,38293
000239F_DK2_H1,-,38135,38160,000239F_DK2_H1.14,38135,36488,38293
000239F_DK2_H1,-,38652,38673,000239F_DK2_H1.15,38652,38531,39855
000239F_DK2_H1,-,38933,38955,000239F_DK2_H1.15,38933,38531,39855
000239F_DK2_H1,-,39071,39091,000239F_DK2_H1.15,39071,38531,39855
000239F_DK2_H1,-,39318,39341,000239F_DK2_H1.15,39318,38531,39855
000239F_DK2_H1,-,39533,39556,000239F_DK2_H1.15,39533,38531,39855
000239F_DK2_H1,-,39668,39710,000239F_DK2_H1.15,39668,38531,39855
000239F_DK2_H1,-,42656,42680,000239F_DK2_H1.18,42656,42451,42744
000239F_DK2_H2,-,4896,4918,000239F_DK2_H2.6,4896,4718,7126
000239F_DK2_H2,-,5211,5226,000239F_DK2_H2.6,5211,4718,7126
000239F_DK2_H2,-,5320,5341,000239F_DK2_H2.6,5320,4718,7126
000239F_DK2_H2,-,5424,5449,000239F_DK2_H2.6,5424,4718,7126
000239F_DK2_H2,-,5984,6009,000239F_DK2_H2.6,5984,4718,7126
000239F_DK2_H2,-,6621,6642,000239F_DK2_H2.6,6621,4718,7126
000239F_DK2_H2,-,6702,6728,000239F_DK2_H2.6,6702,4718,7126
000239F_DK2_H2,-,6913,6946,000239F_DK2_H2.6,6913,4718,7126
000239F_DK2_H2,-,33239,33261,000239F_DK2_H2.15,33239,32786,34820
000239F_DK2_H2,-,33549,33570,000239F_DK2_H2.15,33549,32786,34820
000239F_DK2_H2,-,34160,34183,000239F_DK2_H2.15,34160,32786,34820
000239F_DK2_H2,-,34421,34442,000239F_DK2_H2.15,34421,32786,34820
000239F_DK2_H2,-,38613,38634,000239F_DK2_H2.18,38613,38492,39759
000239F_DK2_H2,-,38894,38916,000239F_DK2_H2.18,38894,38492,39759
000239F_DK2_H2,-,39032,39052,000239F_DK2_H2.18,39032,38492,39759
000239F_DK2_H2,-,39237,39261,000239F_DK2_H2.18,39237,38492,39759
000239F_DK2_H2,-,39448,39492,000239F_DK2_H2.18,39448,38492,39759
000239F_DK2_H2,-,39579,39621,000239F_DK2_H2.18,39579,38492,39759
000240F_DK2_H1,-,5940,5961,000240F_DK2_H1.5,5940,5723,6048
000240F_DK2_H1,-,6864,6888,000240F_DK2_H1.7,6864,6726,8592
000240F_DK2_H1,-,7218,7238,000240F_DK2_H1.7,7218,6726,8592
000240F_DK2_H1,-,7557,7581,000240F_DK2_H1.7,7557,6726,8592
000240F_DK2_H1,-,7730,7751,000240F_DK2_H1.7,7730,6726,8592
000240F_DK2_H1,-,8221,8246,000240F_DK2_H1.7,8221,6726,8592
000240F_DK2_H1,-,16149,16170,000240F_DK2_H1.13,16149,16053,16529
000240F_DK2_H1,-,25685,25710,000240F_DK2_H1.23,25685,25313,26986
000240F_DK2_H1,-,25816,25839,000240F_DK2_H1.23,25816,25313,26986
000240F_DK2_H1,-,25999,26023,000240F_DK2_H1.23,25999,25313,26986
000240F_DK2_H1,-,28952,28973,000240F_DK2_H1.25,28952,28815,31187
000240F_DK2_H1,-,29076,29099,000240F_DK2_H1.25,29076,28815,31187
000240F_DK2_H1,-,29202,29226,000240F_DK2_H1.25,29202,28815,31187
000240F_DK2_H1,-,29329,29349,000240F_DK2_H1.25,29329,28815,31187
000240F_DK2_H1,-,29452,29476,000240F_DK2_H1.25,29452,28815,31187
000240F_DK2_H1,-,29705,29730,000240F_DK2_H1.25,29705,28815,31187
000240F_DK2_H1,-,29833,29857,000240F_DK2_H1.25,29833,28815,31187
000240F_DK2_H1,-,29960,29982,000240F_DK2_H1.25,29960,28815,31187
000240F_DK2_H1,-,30215,30239,000240F_DK2_H1.25,30215,28815,31187
000240F_DK2_H1,-,30467,30483,000240F_DK2_H1.25,30467,28815,31187
000240F_DK2_H1,-,30667,30689,000240F_DK2_H1.25,30667,28815,31187
000240F_DK2_H1,-,30765,30786,000240F_DK2_H1.25,30765,28815,31187
000240F_DK2_H1,-,31978,31999,000240F_DK2_H1.26,31978,31840,33290
000240F_DK2_H1,-,32102,32126,000240F_DK2_H1.26,32102,31840,33290
000240F_DK2_H1,-,32229,32256,000240F_DK2_H1.26,32229,31840,33290
000240F_DK2_H1,-,32359,32387,000240F_DK2_H1.26,32359,31840,33290
000240F_DK2_H1,-,32613,32636,000240F_DK2_H1.26,32613,31840,33290
000240F_DK2_H1,-,32820,32838,000240F_DK2_H1.26,32820,31840,33290
000240F_DK2_H1,-,37152,37174,000240F_DK2_H1.28,37152,36977,37213
000240F_DK2_H2,-,3290,3312,000240F_DK2_H2.2,3290,2651,3450
000240F_DK2_H2,-,3839,3859,000240F_DK2_H2.3,3839,3797,4000
000240F_DK2_H2,-,8918,8940,000240F_DK2_H2.9,8918,8613,9330
000240F_DK2_H2,-,9055,9080,000240F_DK2_H2.9,9055,8613,9330
000240F_DK2_H2,-,9637,9658,000240F_DK2_H2.10,9637,9348,11440
000240F_DK2_H2,-,10321,10341,000240F_DK2_H2.10,10321,9348,11440
000240F_DK2_H2,-,10640,10662,000240F_DK2_H2.10,10640,9348,11440
000240F_DK2_H2,-,21417,21443,000240F_DK2_H2.24,21417,21325,22446
000240F_DK2_H2,-,21691,21721,000240F_DK2_H2.24,21691,21325,22446
000240F_DK2_H2,-,21894,21921,000240F_DK2_H2.24,21894,21325,22446
000240F_DK2_H2,-,22177,22205,000240F_DK2_H2.24,22177,21325,22446
000240F_DK2_H2,-,22343,22362,000240F_DK2_H2.24,22343,21325,22446
000240F_DK2_H2,-,23789,23817,000240F_DK2_H2.27,23789,23529,25321
000240F_DK2_H2,-,24256,24281,000240F_DK2_H2.27,24256,23529,25321
000240F_DK2_H2,-,24607,24644,000240F_DK2_H2.27,24607,23529,25321
000240F_DK2_H2,-,24736,24812,000240F_DK2_H2.27,24736,23529,25321
000240F_DK2_H2,-,25044,25067,000240F_DK2_H2.27,25044,23529,25321
000240F_DK2_H2,-,25146,25165,000240F_DK2_H2.27,25146,23529,25321
000241F_DK2_H1,-,23715,23739,000241F_DK2_H1.15,23715,23531,25060
000241F_DK2_H1,-,24263,24288,000241F_DK2_H1.15,24263,23531,25060
000241F_DK2_H1,-,24403,24459,000241F_DK2_H1.15,24403,23531,25060
000241F_DK2_H1,-,24591,24614,000241F_DK2_H1.15,24591,23531,25060
000241F_DK2_H1,-,24788,24822,000241F_DK2_H1.15,24788,23531,25060
000241F_DK2_H1,-,24924,24951,000241F_DK2_H1.15,24924,23531,25060
000241F_DK2_H1,-,28228,28251,000241F_DK2_H1.18,28228,28173,28516
000241F_DK2_H1,-,39105,39126,000241F_DK2_H1.25,39105,38528,39815
000241F_DK2_H1,-,42731,42813,000241F_DK2_H1.28,42731,42625,45695
000241F_DK2_H1,-,42837,42858,000241F_DK2_H1.28,42837,42625,45695
000241F_DK2_H1,-,43600,43690,000241F_DK2_H1.28,43600,42625,45695
000241F_DK2_H1,-,44139,44162,000241F_DK2_H1.28,44139,42625,45695
000241F_DK2_H1,-,45030,45051,000241F_DK2_H1.28,45030,42625,45695
000241F_DK2_H2,-,272,297,000241F_DK2_H2.1,272,54,659
000241F_DK2_H2,-,421,446,000241F_DK2_H2.1,421,54,659
000241F_DK2_H2,-,972,997,000241F_DK2_H2.2,972,753,1394
000241F_DK2_H2,-,1121,1146,000241F_DK2_H2.2,1121,753,1394
000241F_DK2_H2,-,5918,5942,000241F_DK2_H2.5,5918,5788,5999
000241F_DK2_H2,-,8740,8765,000241F_DK2_H2.8,8740,8588,9853
000241F_DK2_H2,-,9174,9199,000241F_DK2_H2.8,9174,8588,9853
000241F_DK2_H2,-,9478,9504,000241F_DK2_H2.8,9478,8588,9853
000241F_DK2_H2,-,12610,12631,000241F_DK2_H2.9,12610,9897,13079
000241F_DK2_H2,-,12910,12938,000241F_DK2_H2.9,12910,9897,13079
000241F_DK2_H2,-,16103,16135,000241F_DK2_H2.12,16103,15953,16652
000241F_DK2_H2,-,16316,16338,000241F_DK2_H2.12,16316,15953,16652
000241F_DK2_H2,-,16394,16420,000241F_DK2_H2.12,16394,15953,16652
000241F_DK2_H2,-,19394,19416,000241F_DK2_H2.15,19394,19241,20332
000241F_DK2_H2,-,19707,19727,000241F_DK2_H2.15,19707,19241,20332
000241F_DK2_H2,-,20449,20471,000241F_DK2_H2.16,20449,20384,23463
000241F_DK2_H2,-,22077,22101,000241F_DK2_H2.16,22077,20384,23463
000241F_DK2_H2,-,22450,22471,000241F_DK2_H2.16,22450,20384,23463
000241F_DK2_H2,-,23123,23152,000241F_DK2_H2.16,23123,20384,23463
000241F_DK2_H2,-,45918,45940,000241F_DK2_H2.32,45918,45768,50687
000241F_DK2_H2,-,46154,46179,000241F_DK2_H2.32,46154,45768,50687
000241F_DK2_H2,-,46325,46344,000241F_DK2_H2.32,46325,45768,50687
000241F_DK2_H2,-,46562,46582,000241F_DK2_H2.32,46562,45768,50687
000241F_DK2_H2,-,46606,46650,000241F_DK2_H2.32,46606,45768,50687
000241F_DK2_H2,-,47265,47286,000241F_DK2_H2.32,47265,45768,50687
000241F_DK2_H2,-,47412,47437,000241F_DK2_H2.32,47412,45768,50687
000241F_DK2_H2,-,47645,47666,000241F_DK2_H2.32,47645,45768,50687
000241F_DK2_H2,-,50123,50145,000241F_DK2_H2.32,50123,45768,50687
000241F_DK2_H2,-,55026,55051,000241F_DK2_H2.38,55026,54482,55935
000241F_DK2_H2,-,55398,55421,000241F_DK2_H2.38,55398,54482,55935
000241F_DK2_H2,-,55754,55776,000241F_DK2_H2.38,55754,54482,55935
000242F_DK2_H1,-,3904,3925,000242F_DK2_H1.7,3904,3645,4290
000242F_DK2_H1,-,4186,4225,000242F_DK2_H1.7,4186,3645,4290
000242F_DK2_H1,-,4670,4708,000242F_DK2_H1.8,4670,4292,4966
000242F_DK2_H1,-,4869,4892,000242F_DK2_H1.8,4869,4292,4966
000242F_DK2_H1,-,5225,5248,000242F_DK2_H1.9,5225,5086,5414
000242F_DK2_H1,-,23811,23832,000242F_DK2_H1.25,23811,23608,24408
000242F_DK2_H1,-,24311,24335,000242F_DK2_H1.25,24311,23608,24408
000242F_DK2_H1,-,25516,25539,000242F_DK2_H1.28,25516,25284,27296
000242F_DK2_H1,-,25655,25674,000242F_DK2_H1.28,25655,25284,27296
000242F_DK2_H1,-,25948,25970,000242F_DK2_H1.28,25948,25284,27296
000242F_DK2_H1,-,26093,26117,000242F_DK2_H1.28,26093,25284,27296
000242F_DK2_H1,-,27662,27684,000242F_DK2_H1.29,27662,27334,28496
000242F_DK2_H1,-,27873,27894,000242F_DK2_H1.29,27873,27334,28496
000242F_DK2_H1,-,28089,28111,000242F_DK2_H1.29,28089,27334,28496
000242F_DK2_H1,-,28437,28461,000242F_DK2_H1.29,28437,27334,28496
000242F_DK2_H1,-,32378,32397,000242F_DK2_H1.32,32378,30487,33632
000242F_DK2_H1,-,32839,32861,000242F_DK2_H1.32,32839,30487,33632
000242F_DK2_H1,-,33536,33560,000242F_DK2_H1.32,33536,30487,33632
000242F_DK2_H1,-,33565,33588,000242F_DK2_H1.32,33565,30487,33632
000242F_DK2_H1,-,34370,34395,000242F_DK2_H1.33,34370,33921,34459
000242F_DK2_H2,-,14636,14661,000242F_DK2_H2.19,14636,14565,16283
000242F_DK2_H2,-,14794,14818,000242F_DK2_H2.19,14794,14565,16283
000242F_DK2_H2,-,15017,15041,000242F_DK2_H2.19,15017,14565,16283
000242F_DK2_H2,-,15159,15179,000242F_DK2_H2.19,15159,14565,16283
000242F_DK2_H2,-,15873,15897,000242F_DK2_H2.19,15873,14565,16283
000242F_DK2_H2,-,16119,16143,000242F_DK2_H2.19,16119,14565,16283
000242F_DK2_H2,-,24311,24338,000242F_DK2_H2.25,24311,24137,25183
000242F_DK2_H2,-,24820,24841,000242F_DK2_H2.25,24820,24137,25183
000242F_DK2_H2,-,25040,25064,000242F_DK2_H2.25,25040,24137,25183
000242F_DK2_H2,-,29193,29218,000242F_DK2_H2.30,29193,28960,30478
000242F_DK2_H2,-,29572,29594,000242F_DK2_H2.30,29572,28960,30478
000242F_DK2_H2,-,30150,30175,000242F_DK2_H2.30,30150,28960,30478
000243F_DK2_H1,-,36308,36330,000243F_DK2_H1.22,36308,36283,38092
000243F_DK2_H2,-,132,154,000243F_DK2_H2.1,132,81,1762
000243F_DK2_H2,-,412,434,000243F_DK2_H2.1,412,81,1762
000243F_DK2_H2,-,1667,1694,000243F_DK2_H2.1,1667,81,1762
000243F_DK2_H2,-,11512,11532,000243F_DK2_H2.4,11512,10320,11894
000243F_DK2_H2,-,11871,11893,000243F_DK2_H2.4,11871,10320,11894
000243F_DK2_H2,-,13290,13314,000243F_DK2_H2.7,13290,12842,13544
000243F_DK2_H2,-,13704,13726,000243F_DK2_H2.8,13704,13606,15995
000243F_DK2_H2,-,13984,14007,000243F_DK2_H2.8,13984,13606,15995
000243F_DK2_H2,-,19358,19380,000243F_DK2_H2.11,19358,19128,19900
000243F_DK2_H2,-,19553,19573,000243F_DK2_H2.11,19553,19128,19900
000243F_DK2_H2,-,19734,19755,000243F_DK2_H2.11,19734,19128,19900
000243F_DK2_H2,-,22143,22165,000243F_DK2_H2.14,22143,22050,22626
000243F_DK2_H2,-,22356,22379,000243F_DK2_H2.14,22356,22050,22626
000243F_DK2_H2,-,31345,31374,000243F_DK2_H2.19,31345,30922,31608
000243F_DK2_H2,-,31493,31514,000243F_DK2_H2.19,31493,30922,31608
000243F_DK2_H2,-,32426,32455,000243F_DK2_H2.20,32426,31864,32620
000243F_DK2_H2,-,38416,38452,000243F_DK2_H2.25,38416,38084,38867
000243F_DK2_H2,-,40849,40870,000243F_DK2_H2.27,40849,40319,41306
000244F_DK2_H1,-,10084,10108,000244F_DK2_H1.4,10084,9962,11671
000244F_DK2_H1,-,10285,10325,000244F_DK2_H1.4,10285,9962,11671
000244F_DK2_H1,-,10410,10433,000244F_DK2_H1.4,10410,9962,11671
000244F_DK2_H1,-,10535,10579,000244F_DK2_H1.4,10535,9962,11671
000244F_DK2_H1,-,10801,10842,000244F_DK2_H1.4,10801,9962,11671
000244F_DK2_H1,-,11268,11292,000244F_DK2_H1.4,11268,9962,11671
000244F_DK2_H1,-,12012,12033,000244F_DK2_H1.5,12012,11833,14404
000244F_DK2_H1,-,12123,12148,000244F_DK2_H1.5,12123,11833,14404
000244F_DK2_H1,-,13139,13162,000244F_DK2_H1.5,13139,11833,14404
000244F_DK2_H1,-,13748,13771,000244F_DK2_H1.5,13748,11833,14404
000244F_DK2_H1,-,14074,14098,000244F_DK2_H1.5,14074,11833,14404
000244F_DK2_H1,-,14252,14289,000244F_DK2_H1.5,14252,11833,14404
000244F_DK2_H1,-,14696,14718,000244F_DK2_H1.6,14696,14433,16075
000244F_DK2_H1,-,15057,15084,000244F_DK2_H1.6,15057,14433,16075
000244F_DK2_H1,-,15388,15425,000244F_DK2_H1.6,15388,14433,16075
000244F_DK2_H1,-,15531,15555,000244F_DK2_H1.6,15531,14433,16075
000244F_DK2_H1,-,15800,15823,000244F_DK2_H1.6,15800,14433,16075
000244F_DK2_H1,-,22727,22753,000244F_DK2_H1.12,22727,22426,23039
000244F_DK2_H1,-,25181,25206,000244F_DK2_H1.18,25181,25031,26413
000244F_DK2_H1,-,25227,25291,000244F_DK2_H1.18,25227,25031,26413
000244F_DK2_H1,-,27905,27929,000244F_DK2_H1.21,27905,27717,28461
000244F_DK2_H1,-,28178,28200,000244F_DK2_H1.21,28178,27717,28461
000244F_DK2_H1,-,29050,29075,000244F_DK2_H1.23,29050,28893,29958
000244F_DK2_H1,-,39135,39163,000244F_DK2_H1.29,39135,37728,39345
000244F_DK2_H2,-,8412,8436,000244F_DK2_H2.3,8412,8100,9462
000244F_DK2_H2,-,8824,8848,000244F_DK2_H2.3,8824,8100,9462
000244F_DK2_H2,-,16645,16673,000244F_DK2_H2.12,16645,16150,17070
000244F_DK2_H2,-,16850,16871,000244F_DK2_H2.12,16850,16150,17070
000244F_DK2_H2,-,17308,17331,000244F_DK2_H2.13,17308,17081,20716
000244F_DK2_H2,-,18372,18397,000244F_DK2_H2.13,18372,17081,20716
000244F_DK2_H2,-,20212,20234,000244F_DK2_H2.13,20212,17081,20716
000244F_DK2_H2,-,20427,20451,000244F_DK2_H2.13,20427,17081,20716
000244F_DK2_H2,-,21989,22010,000244F_DK2_H2.15,21989,21759,22371
000244F_DK2_H2,-,22731,22753,000244F_DK2_H2.16,22731,22657,23434
000244F_DK2_H2,-,23309,23376,000244F_DK2_H2.16,23309,22657,23434
000244F_DK2_H2,-,24508,24530,000244F_DK2_H2.18,24508,24373,25257
000244F_DK2_H2,-,24689,24714,000244F_DK2_H2.18,24689,24373,25257
000244F_DK2_H2,-,25179,25204,000244F_DK2_H2.18,25179,24373,25257
000244F_DK2_H2,-,34216,34238,000244F_DK2_H2.26,34216,34013,36719
000244F_DK2_H2,-,35236,35260,000244F_DK2_H2.26,35236,34013,36719
000244F_DK2_H2,-,35713,35738,000244F_DK2_H2.26,35713,34013,36719
000244F_DK2_H2,-,35928,35949,000244F_DK2_H2.26,35928,34013,36719
000244F_DK2_H2,-,36167,36191,000244F_DK2_H2.26,36167,34013,36719
000244F_DK2_H2,-,36372,36400,000244F_DK2_H2.26,36372,34013,36719
000244F_DK2_H2,-,36527,36550,000244F_DK2_H2.26,36527,34013,36719
000244F_DK2_H2,-,39569,39597,000244F_DK2_H2.29,39569,39542,40019
000244F_DK2_H2,-,41915,41941,000244F_DK2_H2.30,41915,40067,42281
000244F_DK2_H2,-,43904,43924,000244F_DK2_H2.32,43904,43663,45002
000244F_DK2_H2,-,44108,44133,000244F_DK2_H2.32,44108,43663,45002
000244F_DK2_H2,-,44470,44494,000244F_DK2_H2.32,44470,43663,45002
000244F_DK2_H2,-,44652,44678,000244F_DK2_H2.32,44652,43663,45002
000244F_DK2_H2,-,44897,44927,000244F_DK2_H2.32,44897,43663,45002
000246F_DK2_H1,-,16306,16329,000246F_DK2_H1.14,16306,15420,18270
000246F_DK2_H1,-,16360,16383,000246F_DK2_H1.14,16360,15420,18270
000246F_DK2_H1,-,16784,16844,000246F_DK2_H1.14,16784,15420,18270
000246F_DK2_H1,-,17045,17065,000246F_DK2_H1.14,17045,15420,18270
000246F_DK2_H1,-,17380,17402,000246F_DK2_H1.14,17380,15420,18270
000246F_DK2_H1,-,17439,17463,000246F_DK2_H1.14,17439,15420,18270
000246F_DK2_H1,-,17998,18042,000246F_DK2_H1.14,17998,15420,18270
000246F_DK2_H1,-,18115,18136,000246F_DK2_H1.14,18115,15420,18270
000246F_DK2_H1,-,21670,21690,000246F_DK2_H1.16,21670,20887,26909
000246F_DK2_H1,-,29407,29429,000246F_DK2_H1.19,29407,29193,30287
